id_region,id_date,id_classe_age_hosp,nbr_rea,nbr_dc
75,123,79,6,96
75,123,89,0,160
75,123,90,0,105
76,123,0,7,513
76,123,9,0,0
76,123,19,0,0
76,123,29,0,1
76,123,39,0,1
76,123,49,1,3
76,123,59,2,19
76,123,69,2,60
76,123,79,0,105
76,123,89,2,197
76,123,90,0,127
84,123,0,23,1749
84,123,9,0,0
84,123,19,0,0
84,123,29,0,1
84,123,39,0,4
84,123,49,0,12
84,123,59,3,46
84,123,69,5,140
84,123,79,13,358
84,123,89,2,720
84,123,90,0,447
93,123,0,24,957
93,123,9,0,0
93,123,19,0,0
93,123,29,1,1
93,123,39,1,1
93,123,49,2,5
93,123,59,5,37
93,123,69,9,79
93,123,79,4,204
93,123,89,2,391
93,123,90,0,234
94,123,0,1,59
94,123,9,0,0
94,123,19,0,0
94,123,29,0,0
94,123,39,0,0
94,123,49,0,1
94,123,59,0,1
94,123,69,1,3
94,123,79,0,16
94,123,89,0,25
94,123,90,0,13
1,124,0,1,17
1,124,9,0,0
1,124,19,0,0
1,124,29,0,0
1,124,39,0,0
1,124,49,0,0
1,124,59,0,1
1,124,69,1,4
1,124,79,0,7
1,124,89,0,5
1,124,90,0,0
2,124,0,5,15
2,124,9,0,0
2,124,19,0,0
2,124,29,1,0
2,124,39,1,0
2,124,49,0,0
2,124,59,0,1
2,124,69,3,2
2,124,79,0,5
2,124,89,0,5
2,124,90,0,2
3,124,0,23,35
3,124,9,0,0
3,124,19,1,0
3,124,29,0,0
3,124,39,3,0
3,124,49,1,1
3,124,59,5,2
3,124,69,5,11
3,124,79,7,9
3,124,89,1,11
3,124,90,0,1
4,124,0,4,3
4,124,9,0,0
4,124,19,0,1
4,124,29,0,0
4,124,39,1,0
4,124,49,1,1
4,124,59,1,0
4,124,69,0,0
4,124,79,1,0
4,124,89,0,1
4,124,90,0,0
6,124,0,2,28
6,124,9,0,0
6,124,19,0,0
6,124,29,0,0
6,124,39,0,0
6,124,49,0,4
6,124,59,0,5
6,124,69,2,8
6,124,79,0,6
6,124,89,0,4
6,124,90,0,1
11,124,0,236,7523
11,124,9,4,2
11,124,19,1,3
11,124,29,7,12
11,124,39,10,53
11,124,49,14,144
11,124,59,53,536
11,124,69,63,1087
11,124,79,51,1747
11,124,89,23,2380
11,124,90,6,1501
24,124,0,11,555
24,124,9,0,0
24,124,19,0,0
24,124,29,0,1
24,124,39,1,2
24,124,49,0,3
24,124,59,2,17
24,124,69,3,41
24,124,79,5,98
24,124,89,0,214
24,124,90,0,177
27,124,0,6,1061
27,124,9,0,0
27,124,19,0,0
27,124,29,0,0
27,124,39,0,5
27,124,49,1,5
27,124,59,0,27
27,124,69,0,88
27,124,79,3,219
27,124,89,2,471
27,124,90,0,244
28,124,0,7,440
28,124,9,0,0
28,124,19,0,0
28,124,29,0,0
28,124,39,0,2
28,124,49,1,10
28,124,59,3,17
28,124,69,2,58
28,124,79,0,96
28,124,89,1,171
28,124,90,0,86
32,124,0,42,1888
32,124,9,0,0
32,124,19,0,0
32,124,29,0,1
32,124,39,1,3
32,124,49,2,13
32,124,59,9,76
32,124,69,10,245
32,124,79,15,404
32,124,89,5,745
32,124,90,0,394
44,124,0,38,3599
44,124,9,0,1
44,124,19,1,0
44,124,29,0,2
44,124,39,2,17
44,124,49,3,37
44,124,59,7,101
44,124,69,13,395
44,124,79,9,882
44,124,89,3,1446
44,124,90,0,702
52,124,0,6,471
52,124,9,0,0
52,124,19,0,0
52,124,29,0,0
52,124,39,0,0
52,124,49,0,4
52,124,59,3,13
52,124,69,3,49
52,124,79,0,85
52,124,89,0,192
52,124,90,0,128
53,124,0,3,262
53,124,9,0,0
53,124,19,0,0
53,124,29,0,0
53,124,39,0,0
53,124,49,0,1
53,124,59,2,8
53,124,69,1,28
53,124,79,0,55
53,124,89,0,98
53,124,90,0,72
75,124,0,11,424
75,124,9,0,0
75,124,19,0,0
75,124,29,1,2
75,124,39,0,2
75,124,49,0,3
75,124,59,0,13
75,124,69,4,43
75,124,79,6,96
75,124,89,0,160
75,124,90,0,105
76,124,0,7,513
76,124,9,0,0
76,124,19,0,0
76,124,29,0,1
76,124,39,0,1
76,124,49,1,3
76,124,59,2,19
76,124,69,2,60
76,124,79,0,105
76,124,89,2,197
76,124,90,0,127
84,124,0,21,1750
84,124,9,0,0
84,124,19,0,0
84,124,29,0,1
84,124,39,0,4
84,124,49,0,12
84,124,59,3,46
84,124,69,5,140
84,124,79,11,358
84,124,89,2,720
84,124,90,0,448
93,124,0,24,957
93,124,9,0,0
93,124,19,0,0
93,124,29,1,1
93,124,39,1,1
93,124,49,2,5
93,124,59,5,37
93,124,69,9,79
93,124,79,4,204
93,124,89,2,391
93,124,90,0,234
94,124,0,1,59
94,124,9,0,0
94,124,19,0,0
94,124,29,0,0
94,124,39,0,0
94,124,49,0,1
94,124,59,0,1
94,124,69,1,3
94,124,79,0,16
94,124,89,0,25
94,124,90,0,13
1,125,0,1,17
1,125,9,0,0
1,125,19,0,0
1,125,29,0,0
1,125,39,0,0
1,125,49,0,0
1,125,59,0,1
1,125,69,1,4
1,125,79,0,7
1,125,89,0,5
1,125,90,0,0
2,125,0,5,15
2,125,9,0,0
2,125,19,0,0
2,125,29,1,0
2,125,39,1,0
2,125,49,0,0
2,125,59,0,1
2,125,69,3,2
2,125,79,0,5
2,125,89,0,5
2,125,90,0,2
3,125,0,22,36
3,125,9,0,0
3,125,19,0,1
3,125,29,0,0
3,125,39,3,0
3,125,49,1,1
3,125,59,5,2
3,125,69,5,11
3,125,79,7,9
3,125,89,1,11
3,125,90,0,1
4,125,0,4,3
4,125,9,0,0
4,125,19,0,1
4,125,29,0,0
4,125,39,1,0
4,125,49,1,1
4,125,59,1,0
4,125,69,0,0
4,125,79,1,0
4,125,89,0,1
4,125,90,0,0
6,125,0,2,28
6,125,9,0,0
6,125,19,0,0
6,125,29,0,0
6,125,39,0,0
6,125,49,0,4
6,125,59,0,5
6,125,69,2,8
6,125,79,0,6
6,125,89,0,4
6,125,90,0,1
11,125,0,233,7528
11,125,9,3,2
11,125,19,1,3
11,125,29,7,12
11,125,39,10,53
11,125,49,15,144
11,125,59,52,536
11,125,69,61,1088
11,125,79,52,1747
11,125,89,22,2382
11,125,90,6,1503
24,125,0,11,555
24,125,9,0,0
24,125,19,0,0
24,125,29,0,1
24,125,39,1,2
24,125,49,0,3
24,125,59,2,17
24,125,69,3,41
24,125,79,5,98
24,125,89,0,214
24,125,90,0,177
27,125,0,6,1061
27,125,9,0,0
27,125,19,0,0
27,125,29,0,0
27,125,39,0,5
27,125,49,1,5
27,125,59,0,27
27,125,69,0,88
27,125,79,3,219
27,125,89,2,471
27,125,90,0,244
28,125,0,7,440
28,125,9,0,0
28,125,19,0,0
28,125,29,0,0
28,125,39,0,2
28,125,49,1,10
28,125,59,3,17
28,125,69,1,58
28,125,79,1,96
28,125,89,1,171
28,125,90,0,86
32,125,0,38,1894
32,125,9,0,0
32,125,19,0,0
32,125,29,0,1
32,125,39,1,3
32,125,49,1,14
32,125,59,7,78
32,125,69,8,246
32,125,79,16,405
32,125,89,5,746
32,125,90,0,394
44,125,0,37,3600
44,125,9,0,1
44,125,19,1,0
44,125,29,0,2
44,125,39,1,17
44,125,49,3,37
44,125,59,9,101
44,125,69,12,395
44,125,79,8,883
44,125,89,3,1446
44,125,90,0,702
52,125,0,7,471
52,125,9,0,0
52,125,19,0,0
52,125,29,0,0
52,125,39,0,0
52,125,49,1,4
52,125,59,3,13
52,125,69,3,49
52,125,79,0,85
52,125,89,0,192
52,125,90,0,128
53,125,0,2,262
53,125,9,0,0
53,125,19,0,0
53,125,29,0,0
53,125,39,0,0
53,125,49,0,1
53,125,59,2,8
53,125,69,0,28
53,125,79,0,55
53,125,89,0,98
53,125,90,0,72
75,125,0,16,424
75,125,9,0,0
75,125,19,0,0
75,125,29,1,2
75,125,39,0,2
75,125,49,0,3
75,125,59,2,13
75,125,69,6,43
75,125,79,7,96
75,125,89,0,160
75,125,90,0,105
76,125,0,6,513
76,125,9,0,0
76,125,19,0,0
76,125,29,0,1
76,125,39,0,1
76,125,49,1,3
76,125,59,1,19
76,125,69,2,60
76,125,79,0,105
76,125,89,2,197
76,125,90,0,127
84,125,0,19,1752
84,125,9,0,0
84,125,19,0,0
84,125,29,0,1
84,125,39,0,4
84,125,49,0,12
84,125,59,3,46
84,125,69,5,141
84,125,79,10,358
84,125,89,1,721
84,125,90,0,448
93,125,0,25,958
93,125,9,0,0
93,125,19,0,0
93,125,29,1,1
93,125,39,2,1
93,125,49,3,5
93,125,59,5,37
93,125,69,8,79
93,125,79,4,204
93,125,89,2,392
93,125,90,0,234
94,125,0,1,59
94,125,9,0,0
94,125,19,0,0
94,125,29,0,0
94,125,39,0,0
94,125,49,0,1
94,125,59,0,1
94,125,69,1,3
94,125,79,0,16
94,125,89,0,25
94,125,90,0,13
1,126,0,1,17
1,126,9,0,0
1,126,19,0,0
1,126,29,0,0
1,126,39,0,0
1,126,49,0,0
1,126,59,0,1
1,126,69,1,4
1,126,79,0,7
1,126,89,0,5
1,126,90,0,0
2,126,0,5,15
2,126,9,0,0
2,126,19,0,0
2,126,29,1,0
2,126,39,1,0
2,126,49,0,0
2,126,59,0,1
2,126,69,3,2
2,126,79,0,5
2,126,89,0,5
2,126,90,0,2
3,126,0,21,37
3,126,9,0,0
3,126,19,0,0
3,126,29,0,0
3,126,39,2,0
3,126,49,1,1
3,126,59,5,2
3,126,69,5,11
3,126,79,7,10
3,126,89,1,11
3,126,90,0,1
4,126,0,5,3
4,126,9,0,0
4,126,19,0,1
4,126,29,0,0
4,126,39,1,0
4,126,49,1,1
4,126,59,2,0
4,126,69,0,0
4,126,79,1,0
4,126,89,0,1
4,126,90,0,0
6,126,0,2,28
6,126,9,0,0
6,126,19,0,0
6,126,29,0,0
6,126,39,0,0
6,126,49,0,4
6,126,59,0,5
6,126,69,2,8
6,126,79,0,6
6,126,89,0,4
6,126,90,0,1
11,126,0,233,7533
11,126,9,3,2
11,126,19,1,3
11,126,29,7,12
11,126,39,9,53
11,126,49,15,145
11,126,59,54,536
11,126,69,59,1089
11,126,79,51,1747
11,126,89,24,2384
11,126,90,6,1504
24,126,0,11,555
24,126,9,0,0
24,126,19,0,0
24,126,29,0,1
24,126,39,1,2
24,126,49,0,3
24,126,59,2,17
24,126,69,3,41
24,126,79,5,98
24,126,89,0,214
24,126,90,0,177
27,126,0,6,1061
27,126,9,0,0
27,126,19,0,0
27,126,29,0,0
27,126,39,0,5
27,126,49,1,5
27,126,59,0,27
27,126,69,0,88
27,126,79,3,219
27,126,89,2,471
27,126,90,0,244
28,126,0,7,440
28,126,9,0,0
28,126,19,0,0
28,126,29,0,0
28,126,39,0,2
28,126,49,1,10
28,126,59,3,17
28,126,69,1,58
28,126,79,1,96
28,126,89,1,171
28,126,90,0,86
32,126,0,34,1896
32,126,9,0,0
32,126,19,0,0
32,126,29,0,1
32,126,39,1,3
32,126,49,0,14
32,126,59,5,78
32,126,69,8,247
32,126,79,14,406
32,126,89,6,746
32,126,90,0,394
44,126,0,34,3601
44,126,9,0,1
44,126,19,1,0
44,126,29,0,2
44,126,39,1,17
44,126,49,3,37
44,126,59,9,101
44,126,69,12,395
44,126,79,5,884
44,126,89,3,1446
44,126,90,0,702
52,126,0,8,474
52,126,9,0,0
52,126,19,0,0
52,126,29,0,0
52,126,39,0,0
52,126,49,2,4
52,126,59,4,13
52,126,69,2,51
52,126,79,0,85
52,126,89,0,193
52,126,90,0,128
53,126,0,3,262
53,126,9,0,0
53,126,19,0,0
53,126,29,0,0
53,126,39,0,0
53,126,49,0,1
53,126,59,2,8
53,126,69,1,28
53,126,79,0,55
53,126,89,0,98
53,126,90,0,72
75,126,0,12,424
75,126,9,0,0
75,126,19,0,0
75,126,29,1,2
75,126,39,0,2
75,126,49,0,3
75,126,59,2,13
75,126,69,4,43
75,126,79,5,96
75,126,89,0,160
75,126,90,0,105
76,126,0,6,513
76,126,9,0,0
76,126,19,0,0
76,126,29,0,1
76,126,39,0,1
76,126,49,1,3
76,126,59,1,19
76,126,69,2,60
76,126,79,0,105
76,126,89,2,197
76,126,90,0,127
84,126,0,18,1752
84,126,9,0,0
84,126,19,0,0
84,126,29,0,1
84,126,39,0,4
84,126,49,0,12
84,126,59,2,46
84,126,69,5,141
84,126,79,11,358
84,126,89,0,721
84,126,90,0,448
93,126,0,23,959
93,126,9,0,0
93,126,19,0,0
93,126,29,1,1
93,126,39,1,2
93,126,49,2,5
93,126,59,5,37
93,126,69,8,79
93,126,79,5,204
93,126,89,1,392
93,126,90,0,234
94,126,0,1,59
94,126,9,0,0
94,126,19,0,0
94,126,29,0,0
94,126,39,0,0
94,126,49,0,1
94,126,59,0,1
94,126,69,1,3
94,126,79,0,16
94,126,89,0,25
94,126,90,0,13
1,127,0,1,17
1,127,9,0,0
1,127,19,0,0
1,127,29,0,0
1,127,39,0,0
1,127,49,0,0
1,127,59,0,1
1,127,69,1,4
1,127,79,0,7
1,127,89,0,5
1,127,90,0,0
2,127,0,5,15
2,127,9,0,0
2,127,19,0,0
2,127,29,1,0
2,127,39,1,0
2,127,49,0,0
2,127,59,0,1
2,127,69,3,2
2,127,79,0,5
2,127,89,0,5
2,127,90,0,2
3,127,0,23,37
3,127,9,0,0
3,127,19,0,0
3,127,29,0,0
3,127,39,2,0
3,127,49,1,1
3,127,59,5,2
3,127,69,7,11
3,127,79,7,10
3,127,89,1,11
3,127,90,0,1
4,127,0,5,3
4,127,9,0,0
4,127,19,0,1
4,127,29,0,0
4,127,39,1,0
4,127,49,1,1
4,127,59,2,0
4,127,69,0,0
4,127,79,1,0
4,127,89,0,1
4,127,90,0,0
6,127,0,3,28
6,127,9,0,0
6,127,19,0,0
6,127,29,0,0
6,127,39,0,0
6,127,49,0,4
6,127,59,1,5
6,127,69,1,8
6,127,79,1,6
6,127,89,0,4
6,127,90,0,1
11,127,0,220,7533
11,127,9,3,2
11,127,19,1,3
11,127,29,6,12
11,127,39,9,53
11,127,49,15,145
11,127,59,47,536
11,127,69,56,1089
11,127,79,51,1747
11,127,89,23,2384
11,127,90,5,1504
24,127,0,12,556
24,127,9,0,0
24,127,19,0,0
24,127,29,0,1
24,127,39,1,2
24,127,49,0,3
24,127,59,2,17
24,127,69,4,41
24,127,79,5,98
24,127,89,0,215
24,127,90,0,177
27,127,0,6,1061
27,127,9,0,0
27,127,19,0,0
27,127,29,0,0
27,127,39,0,5
27,127,49,1,5
27,127,59,0,27
27,127,69,0,88
27,127,79,3,219
27,127,89,2,471
27,127,90,0,244
28,127,0,7,440
28,127,9,0,0
28,127,19,0,0
28,127,29,0,0
28,127,39,0,2
28,127,49,1,10
28,127,59,3,17
28,127,69,1,58
28,127,79,1,96
28,127,89,1,171
28,127,90,0,86
32,127,0,34,1898
32,127,9,0,0
32,127,19,0,0
32,127,29,0,1
32,127,39,1,3
32,127,49,0,14
32,127,59,5,78
32,127,69,9,247
32,127,79,14,406
32,127,89,5,747
32,127,90,0,395
44,127,0,33,3604
44,127,9,0,1
44,127,19,1,0
44,127,29,0,2
44,127,39,1,17
44,127,49,3,37
44,127,59,8,101
44,127,69,12,396
44,127,79,5,885
44,127,89,3,1446
44,127,90,0,703
52,127,0,9,475
52,127,9,0,0
52,127,19,0,0
52,127,29,0,0
52,127,39,0,0
52,127,49,2,4
52,127,59,4,13
52,127,69,2,51
52,127,79,0,85
52,127,89,1,193
52,127,90,0,129
53,127,0,3,262
53,127,9,0,0
53,127,19,0,0
53,127,29,0,0
53,127,39,0,0
53,127,49,0,1
53,127,59,2,8
53,127,69,1,28
53,127,79,0,55
53,127,89,0,98
53,127,90,0,72
75,127,0,12,424
75,127,9,0,0
75,127,19,0,0
75,127,29,1,2
75,127,39,0,2
75,127,49,0,3
75,127,59,2,13
75,127,69,4,43
75,127,79,5,96
75,127,89,0,160
75,127,90,0,105
76,127,0,6,513
76,127,9,0,0
76,127,19,0,0
76,127,29,0,1
76,127,39,0,1
76,127,49,1,3
76,127,59,1,19
76,127,69,2,60
76,127,79,0,105
76,127,89,2,197
76,127,90,0,127
84,127,0,19,1752
84,127,9,0,0
84,127,19,0,0
84,127,29,0,1
84,127,39,0,4
84,127,49,0,12
84,127,59,2,46
84,127,69,5,141
84,127,79,12,358
84,127,89,0,721
84,127,90,0,448
93,127,0,21,959
93,127,9,0,0
93,127,19,0,0
93,127,29,1,1
93,127,39,0,2
93,127,49,2,5
93,127,59,5,37
93,127,69,8,79
93,127,79,4,204
93,127,89,1,392
93,127,90,0,234
94,127,0,1,59
94,127,9,0,0
94,127,19,0,0
94,127,29,0,0
94,127,39,0,0
94,127,49,0,1
94,127,59,0,1
94,127,69,1,3
94,127,79,0,16
94,127,89,0,25
94,127,90,0,13
1,128,0,1,17
1,128,9,0,0
1,128,19,0,0
1,128,29,0,0
1,128,39,0,0
1,128,49,0,0
1,128,59,0,1
1,128,69,1,4
1,128,79,0,7
1,128,89,0,5
1,128,90,0,0
2,128,0,4,15
2,128,9,0,0
2,128,19,0,0
2,128,29,1,0
2,128,39,1,0
2,128,49,0,0
2,128,59,0,1
2,128,69,2,2
2,128,79,0,5
2,128,89,0,5
2,128,90,0,2
3,128,0,25,38
3,128,9,0,0
3,128,19,0,0
3,128,29,0,0
3,128,39,2,0
3,128,49,1,1
3,128,59,5,2
3,128,69,8,12
3,128,79,8,10
3,128,89,1,11
3,128,90,0,1
4,128,0,4,3
4,128,9,0,0
4,128,19,0,1
4,128,29,0,0
4,128,39,1,0
4,128,49,1,1
4,128,59,1,0
4,128,69,0,0
4,128,79,1,0
4,128,89,0,1
4,128,90,0,0
6,128,0,3,28
6,128,9,0,0
6,128,19,0,0
6,128,29,0,0
6,128,39,0,0
6,128,49,0,4
6,128,59,1,5
6,128,69,1,8
6,128,79,1,6
6,128,89,0,4
6,128,90,0,1
11,128,0,216,7538
11,128,9,3,2
11,128,19,1,3
11,128,29,6,12
11,128,39,9,53
11,128,49,15,145
11,128,59,47,537
11,128,69,54,1090
11,128,79,49,1747
11,128,89,23,2387
11,128,90,5,1504
24,128,0,12,557
24,128,9,0,0
24,128,19,0,0
24,128,29,0,1
24,128,39,1,2
24,128,49,0,3
24,128,59,2,17
24,128,69,4,41
24,128,79,5,98
24,128,89,0,216
24,128,90,0,177
27,128,0,6,1060
27,128,9,0,0
27,128,19,0,0
27,128,29,0,0
27,128,39,0,5
27,128,49,1,5
27,128,59,0,27
27,128,69,0,88
27,128,79,3,219
27,128,89,2,470
27,128,90,0,244
28,128,0,8,438
28,128,9,0,0
28,128,19,0,0
28,128,29,0,0
28,128,39,0,2
28,128,49,1,10
28,128,59,3,17
28,128,69,1,58
28,128,79,1,96
28,128,89,1,171
28,128,90,0,84
32,128,0,35,1898
32,128,9,0,0
32,128,19,0,0
32,128,29,0,1
32,128,39,1,3
32,128,49,1,14
32,128,59,4,78
32,128,69,9,247
32,128,79,15,406
32,128,89,5,747
32,128,90,0,395
44,128,0,30,3608
44,128,9,0,1
44,128,19,1,0
44,128,29,0,2
44,128,39,1,17
44,128,49,2,37
44,128,59,6,101
44,128,69,12,398
44,128,79,5,885
44,128,89,3,1446
44,128,90,0,705
52,128,0,10,475
52,128,9,0,0
52,128,19,0,0
52,128,29,0,0
52,128,39,0,0
52,128,49,2,4
52,128,59,4,13
52,128,69,3,51
52,128,79,0,85
52,128,89,1,193
52,128,90,0,129
53,128,0,3,262
53,128,9,0,0
53,128,19,0,0
53,128,29,0,0
53,128,39,0,0
53,128,49,0,1
53,128,59,2,8
53,128,69,1,28
53,128,79,0,55
53,128,89,0,98
53,128,90,0,72
75,128,0,11,424
75,128,9,0,0
75,128,19,0,0
75,128,29,1,2
75,128,39,0,2
75,128,49,0,3
75,128,59,2,13
75,128,69,3,43
75,128,79,5,96
75,128,89,0,160
75,128,90,0,105
76,128,0,6,513
76,128,9,0,0
76,128,19,0,0
76,128,29,0,1
76,128,39,0,1
76,128,49,1,3
76,128,59,1,19
76,128,69,1,60
76,128,79,1,105
76,128,89,2,197
76,128,90,0,127
84,128,0,19,1754
84,128,9,0,0
84,128,19,0,0
84,128,29,0,1
84,128,39,0,4
84,128,49,0,12
84,128,59,2,46
84,128,69,5,142
84,128,79,12,358
84,128,89,0,721
84,128,90,0,449
93,128,0,17,959
93,128,9,0,0
93,128,19,0,0
93,128,29,0,1
93,128,39,0,2
93,128,49,2,5
93,128,59,5,37
93,128,69,6,79
93,128,79,2,204
93,128,89,2,392
93,128,90,0,234
94,128,0,1,59
94,128,9,0,0
94,128,19,0,0
94,128,29,0,0
94,128,39,0,0
94,128,49,0,1
94,128,59,0,1
94,128,69,1,3
94,128,79,0,16
94,128,89,0,25
94,128,90,0,13
1,129,0,1,17
1,129,9,0,0
1,129,19,0,0
1,129,29,0,0
1,129,39,0,0
1,129,49,0,0
1,129,59,0,1
1,129,69,1,4
1,129,79,0,7
1,129,89,0,5
1,129,90,0,0
2,129,0,4,15
2,129,9,0,0
2,129,19,0,0
2,129,29,1,0
2,129,39,1,0
2,129,49,0,0
2,129,59,0,1
2,129,69,2,2
2,129,79,0,5
2,129,89,0,5
2,129,90,0,2
3,129,0,26,38
3,129,9,0,0
3,129,19,0,0
3,129,29,0,0
3,129,39,2,0
3,129,49,1,1
3,129,59,5,2
3,129,69,9,12
3,129,79,8,10
3,129,89,1,11
3,129,90,0,1
4,129,0,4,3
4,129,9,0,0
4,129,19,0,1
4,129,29,0,0
4,129,39,1,0
4,129,49,1,1
4,129,59,1,0
4,129,69,0,0
4,129,79,1,0
4,129,89,0,1
4,129,90,0,0
6,129,0,2,28
6,129,9,0,0
6,129,19,0,0
6,129,29,0,0
6,129,39,0,0
6,129,49,0,4
6,129,59,1,5
6,129,69,1,8
6,129,79,0,6
6,129,89,0,4
6,129,90,0,1
11,129,0,205,7541
11,129,9,3,2
11,129,19,1,3
11,129,29,5,12
11,129,39,9,53
11,129,49,14,145
11,129,59,40,538
11,129,69,55,1091
11,129,79,48,1748
11,129,89,22,2388
11,129,90,5,1503
24,129,0,12,557
24,129,9,0,0
24,129,19,0,0
24,129,29,0,1
24,129,39,1,2
24,129,49,0,3
24,129,59,2,17
24,129,69,4,41
24,129,79,5,98
24,129,89,0,216
24,129,90,0,177
27,129,0,6,1061
27,129,9,0,0
27,129,19,0,0
27,129,29,0,0
27,129,39,0,5
27,129,49,1,5
27,129,59,0,27
27,129,69,0,88
27,129,79,3,219
27,129,89,2,471
27,129,90,0,244
28,129,0,7,438
28,129,9,0,0
28,129,19,0,0
28,129,29,0,0
28,129,39,0,2
28,129,49,1,10
28,129,59,3,17
28,129,69,1,58
28,129,79,0,96
28,129,89,1,171
28,129,90,0,84
32,129,0,33,1899
32,129,9,0,0
32,129,19,0,0
32,129,29,0,1
32,129,39,0,4
32,129,49,1,14
32,129,59,4,78
32,129,69,8,247
32,129,79,14,406
32,129,89,6,747
32,129,90,0,395
44,129,0,20,3608
44,129,9,0,1
44,129,19,1,0
44,129,29,0,2
44,129,39,1,17
44,129,49,1,37
44,129,59,2,101
44,129,69,7,398
44,129,79,5,885
44,129,89,3,1446
44,129,90,0,705
52,129,0,7,475
52,129,9,0,0
52,129,19,0,0
52,129,29,0,0
52,129,39,0,0
52,129,49,2,4
52,129,59,3,13
52,129,69,2,51
52,129,79,0,85
52,129,89,0,193
52,129,90,0,129
53,129,0,3,263
53,129,9,0,0
53,129,19,0,0
53,129,29,0,0
53,129,39,0,0
53,129,49,0,1
53,129,59,2,8
53,129,69,1,28
53,129,79,0,55
53,129,89,0,99
53,129,90,0,72
75,129,0,10,424
75,129,9,0,0
75,129,19,0,0
75,129,29,0,2
75,129,39,0,2
75,129,49,0,3
75,129,59,2,13
75,129,69,3,43
75,129,79,5,96
75,129,89,0,160
75,129,90,0,105
76,129,0,7,513
76,129,9,0,0
76,129,19,0,0
76,129,29,0,1
76,129,39,0,1
76,129,49,1,3
76,129,59,1,19
76,129,69,2,60
76,129,79,1,105
76,129,89,2,197
76,129,90,0,127
84,129,0,21,1756
84,129,9,0,0
84,129,19,0,0
84,129,29,0,1
84,129,39,0,4
84,129,49,0,12
84,129,59,3,46
84,129,69,6,142
84,129,79,12,359
84,129,89,0,721
84,129,90,0,450
93,129,0,16,961
93,129,9,0,0
93,129,19,0,0
93,129,29,0,1
93,129,39,0,2
93,129,49,2,5
93,129,59,4,37
93,129,69,6,79
93,129,79,3,205
93,129,89,1,392
93,129,90,0,235
94,129,0,1,59
94,129,9,0,0
94,129,19,0,0
94,129,29,0,0
94,129,39,0,0
94,129,49,0,1
94,129,59,0,1
94,129,69,1,3
94,129,79,0,16
94,129,89,0,25
94,129,90,0,13
1,130,0,1,17
1,130,9,0,0
1,130,19,0,0
1,130,29,0,0
1,130,39,0,0
1,130,49,0,0
1,130,59,0,1
1,130,69,1,4
1,130,79,0,7
1,130,89,0,5
1,130,90,0,0
2,130,0,4,15
2,130,9,0,0
2,130,19,0,0
2,130,29,1,0
2,130,39,1,0
2,130,49,0,0
2,130,59,0,1
2,130,69,2,2
2,130,79,0,5
2,130,89,0,5
2,130,90,0,2
3,130,0,26,39
3,130,9,0,0
3,130,19,0,0
3,130,29,0,0
3,130,39,2,0
3,130,49,1,1
3,130,59,6,2
3,130,69,9,12
3,130,79,7,11
3,130,89,1,11
3,130,90,0,1
4,130,0,5,3
4,130,9,0,0
4,130,19,0,1
4,130,29,0,0
4,130,39,1,0
4,130,49,1,1
4,130,59,2,0
4,130,69,0,0
4,130,79,1,0
4,130,89,0,1
4,130,90,0,0
6,130,0,1,28
6,130,9,0,0
6,130,19,0,0
6,130,29,0,0
6,130,39,0,0
6,130,49,0,4
6,130,59,0,5
6,130,69,1,8
6,130,79,0,6
6,130,89,0,4
6,130,90,0,1
11,130,0,188,7545
11,130,9,3,2
11,130,19,1,3
11,130,29,3,12
11,130,39,9,53
11,130,49,14,145
11,130,59,33,538
11,130,69,52,1091
11,130,79,46,1748
11,130,89,20,2390
11,130,90,5,1505
24,130,0,12,557
24,130,9,0,0
24,130,19,0,0
24,130,29,0,1
24,130,39,1,2
24,130,49,0,3
24,130,59,2,17
24,130,69,4,41
24,130,79,5,98
24,130,89,0,216
24,130,90,0,177
27,130,0,6,1061
27,130,9,0,0
27,130,19,0,0
27,130,29,0,0
27,130,39,0,5
27,130,49,1,5
27,130,59,0,27
27,130,69,0,88
27,130,79,3,219
27,130,89,2,471
27,130,90,0,244
28,130,0,8,439
28,130,9,0,0
28,130,19,0,0
28,130,29,0,0
28,130,39,0,2
28,130,49,1,10
28,130,59,4,17
28,130,69,1,58
28,130,79,0,96
28,130,89,1,172
28,130,90,0,84
32,130,0,34,1900
32,130,9,0,0
32,130,19,0,0
32,130,29,0,1
32,130,39,0,4
32,130,49,2,14
32,130,59,4,78
32,130,69,8,247
32,130,79,14,406
32,130,89,6,748
32,130,90,0,395
44,130,0,19,3608
44,130,9,0,1
44,130,19,0,0
44,130,29,0,2
44,130,39,1,17
44,130,49,1,37
44,130,59,1,101
44,130,69,8,398
44,130,79,5,885
44,130,89,3,1446
44,130,90,0,705
52,130,0,7,475
52,130,9,0,0
52,130,19,0,0
52,130,29,0,0
52,130,39,1,0
52,130,49,2,4
52,130,59,2,13
52,130,69,2,51
52,130,79,0,85
52,130,89,0,193
52,130,90,0,129
53,130,0,3,263
53,130,9,0,0
53,130,19,0,0
53,130,29,0,0
53,130,39,0,0
53,130,49,0,1
53,130,59,2,8
53,130,69,1,28
53,130,79,0,55
53,130,89,0,99
53,130,90,0,72
75,130,0,10,424
75,130,9,0,0
75,130,19,0,0
75,130,29,0,2
75,130,39,0,2
75,130,49,0,3
75,130,59,2,13
75,130,69,3,43
75,130,79,5,96
75,130,89,0,160
75,130,90,0,105
