id_dep,id_date,id_type_vac,jour,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
47,314,3,25/01/2021,0,0,0,0
48,314,1,25/01/2021,109,0,2130,0
48,314,2,25/01/2021,0,0,0,0
48,314,3,25/01/2021,0,0,0,0
49,314,1,25/01/2021,549,5,11649,10
49,314,2,25/01/2021,0,0,3,0
49,314,3,25/01/2021,0,0,0,0
50,314,1,25/01/2021,2628,6,12888,9
50,314,2,25/01/2021,0,0,0,0
50,314,3,25/01/2021,0,0,0,0
51,314,1,25/01/2021,464,0,10106,7
51,314,2,25/01/2021,247,0,1441,0
51,314,3,25/01/2021,0,0,0,0
52,314,1,25/01/2021,235,0,4645,9
52,314,2,25/01/2021,0,0,0,0
52,314,3,25/01/2021,0,0,0,0
53,314,1,25/01/2021,550,0,6012,6
53,314,2,25/01/2021,0,0,0,0
53,314,3,25/01/2021,0,0,0,0
54,314,1,25/01/2021,614,41,20536,83
54,314,2,25/01/2021,266,0,1798,0
54,314,3,25/01/2021,0,0,0,0
55,314,1,25/01/2021,435,0,4092,5
55,314,2,25/01/2021,0,0,0,0
55,314,3,25/01/2021,0,0,0,0
56,314,1,25/01/2021,820,0,10461,3
56,314,2,25/01/2021,0,0,1,0
56,314,3,25/01/2021,0,0,0,0
57,314,1,25/01/2021,559,179,16402,200
57,314,2,25/01/2021,306,0,1760,0
57,314,3,25/01/2021,0,0,0,0
58,314,1,25/01/2021,437,0,6508,2
58,314,2,25/01/2021,0,0,0,0
58,314,3,25/01/2021,0,0,0,0
59,314,1,25/01/2021,2645,108,41522,161
59,314,2,25/01/2021,1,0,5,0
59,314,3,25/01/2021,0,0,0,0
60,314,1,25/01/2021,891,3,12324,9
60,314,2,25/01/2021,0,0,1,0
60,314,3,25/01/2021,0,0,0,0
61,314,1,25/01/2021,576,0,11299,10
61,314,2,25/01/2021,0,0,0,0
61,314,3,25/01/2021,0,0,0,0
62,314,1,25/01/2021,1275,1,18733,13
62,314,2,25/01/2021,0,0,0,0
62,314,3,25/01/2021,0,0,0,0
63,314,1,25/01/2021,763,0,9073,5
63,314,2,25/01/2021,0,0,121,0
63,314,3,25/01/2021,0,0,0,0
64,314,1,25/01/2021,967,4,15970,6
64,314,2,25/01/2021,0,0,4,0
64,314,3,25/01/2021,0,0,0,0
65,314,1,25/01/2021,527,0,6528,5
65,314,2,25/01/2021,0,0,0,0
65,314,3,25/01/2021,0,0,0,0
66,314,1,25/01/2021,731,41,12118,63
66,314,2,25/01/2021,0,0,0,0
66,314,3,25/01/2021,0,0,0,0
67,314,1,25/01/2021,372,26,14059,35
67,314,2,25/01/2021,75,0,420,0
67,314,3,25/01/2021,0,0,0,0
68,314,1,25/01/2021,766,40,5352,42
68,314,2,25/01/2021,619,0,3665,0
68,314,3,25/01/2021,0,0,0,0
69,314,1,25/01/2021,2186,18,31241,54
69,314,2,25/01/2021,0,0,0,0
69,314,3,25/01/2021,0,0,0,0
70,314,1,25/01/2021,371,0,3866,6
70,314,2,25/01/2021,0,0,96,0
70,314,3,25/01/2021,0,0,0,0
71,314,1,25/01/2021,1056,1,12775,9
71,314,2,25/01/2021,0,0,22,0
71,314,3,25/01/2021,0,0,0,0
72,314,1,25/01/2021,501,5,9090,10
72,314,2,25/01/2021,0,0,1,0
72,314,3,25/01/2021,0,0,0,0
73,314,1,25/01/2021,651,2,7522,2
73,314,2,25/01/2021,0,0,154,0
73,314,3,25/01/2021,0,0,0,0
74,314,1,25/01/2021,781,0,9718,1
74,314,2,25/01/2021,0,0,0,0
74,314,3,25/01/2021,0,0,0,0
75,314,1,25/01/2021,1601,49,50565,230
75,314,2,25/01/2021,0,0,1,0
75,314,3,25/01/2021,0,0,0,0
76,314,1,25/01/2021,1469,138,31668,159
76,314,2,25/01/2021,1,0,2,0
76,314,3,25/01/2021,0,0,0,0
77,314,1,25/01/2021,935,66,16481,74
77,314,2,25/01/2021,2,0,10,0
77,314,3,25/01/2021,0,0,0,0
78,314,1,25/01/2021,952,7,17230,28
78,314,2,25/01/2021,0,0,2,0
78,314,3,25/01/2021,0,0,0,0
79,314,1,25/01/2021,641,5,9271,11
79,314,2,25/01/2021,0,0,1,0
79,314,3,25/01/2021,0,0,0,0
80,314,1,25/01/2021,1512,0,10811,18
80,314,2,25/01/2021,0,0,0,0
80,314,3,25/01/2021,0,0,0,0
81,314,1,25/01/2021,564,0,7578,5
81,314,2,25/01/2021,0,0,1,0
81,314,3,25/01/2021,0,0,0,0
82,314,1,25/01/2021,375,0,5351,3
82,314,2,25/01/2021,0,0,3,0
82,314,3,25/01/2021,0,0,0,0
83,314,1,25/01/2021,1131,0,12936,6
83,314,2,25/01/2021,409,0,1980,0
83,314,3,25/01/2021,0,0,0,0
84,314,1,25/01/2021,798,1,8785,10
84,314,2,25/01/2021,0,0,1,0
84,314,3,25/01/2021,0,0,0,0
85,314,1,25/01/2021,574,0,14125,20
85,314,2,25/01/2021,0,0,0,0
85,314,3,25/01/2021,0,0,0,0
86,314,1,25/01/2021,578,113,10444,115
86,314,2,25/01/2021,3,0,3,0
86,314,3,25/01/2021,0,0,0,0
87,314,1,25/01/2021,620,9,7970,13
87,314,2,25/01/2021,0,0,2,0
87,314,3,25/01/2021,0,0,0,0
88,314,1,25/01/2021,937,1,7927,2
88,314,2,25/01/2021,1,0,1,0
88,314,3,25/01/2021,0,0,0,0
89,314,1,25/01/2021,482,0,7288,7
89,314,2,25/01/2021,0,0,0,0
89,314,3,25/01/2021,0,0,0,0
90,314,1,25/01/2021,319,0,4568,2
90,314,2,25/01/2021,0,0,1,0
90,314,3,25/01/2021,0,0,0,0
91,314,1,25/01/2021,1038,16,15165,19
91,314,2,25/01/2021,0,0,0,0
91,314,3,25/01/2021,0,0,0,0
92,314,1,25/01/2021,816,9,19429,90
92,314,2,25/01/2021,0,0,1,0
92,314,3,25/01/2021,0,0,0,0
93,314,1,25/01/2021,1192,5,13971,35
93,314,2,25/01/2021,0,0,2,0
93,314,3,25/01/2021,0,0,0,0
94,314,1,25/01/2021,1443,8,21906,12
94,314,2,25/01/2021,0,0,1,0
94,314,3,25/01/2021,0,0,0,0
95,314,1,25/01/2021,793,36,15427,53
95,314,2,25/01/2021,0,0,1,0
95,314,3,25/01/2021,0,0,0,0
970,314,1,25/01/2021,0,0,0,0
970,314,2,25/01/2021,0,0,0,0
970,314,3,25/01/2021,0,0,0,0
971,314,1,25/01/2021,84,0,658,0
971,314,2,25/01/2021,0,0,0,0
971,314,3,25/01/2021,0,0,0,0
972,314,1,25/01/2021,157,0,1669,1
972,314,2,25/01/2021,0,0,0,0
972,314,3,25/01/2021,0,0,0,0
973,314,1,25/01/2021,56,0,714,0
973,314,2,25/01/2021,0,0,0,0
973,314,3,25/01/2021,0,0,0,0
974,314,1,25/01/2021,271,0,2612,0
974,314,2,25/01/2021,0,0,0,0
974,314,3,25/01/2021,0,0,0,0
976,314,1,25/01/2021,137,0,147,0
976,314,2,25/01/2021,0,0,0,0
976,314,3,25/01/2021,0,0,0,0
977,314,1,25/01/2021,0,0,3,0
977,314,2,25/01/2021,0,0,0,0
977,314,3,25/01/2021,0,0,0,0
978,314,1,25/01/2021,0,0,0,0
978,314,2,25/01/2021,0,0,0,0
978,314,3,25/01/2021,0,0,0,0
0,314,0,25/01/2021,0,0,0,0
1,314,0,25/01/2021,470,1,7413,3
2,314,0,25/01/2021,432,10,11627,18
3,314,0,25/01/2021,187,0,9818,3
4,314,0,25/01/2021,239,0,4186,3
5,314,0,25/01/2021,310,0,2431,0
6,314,0,25/01/2021,1940,76,28027,96
7,314,0,25/01/2021,164,0,4371,1
8,314,0,25/01/2021,204,0,6232,3
9,314,0,25/01/2021,203,11,4234,20
10,314,0,25/01/2021,445,9,7505,16
11,314,0,25/01/2021,371,19,6007,22
12,314,0,25/01/2021,450,0,6316,9
13,314,0,25/01/2021,2304,4,34767,16
14,314,0,25/01/2021,909,8,17788,16
15,314,0,25/01/2021,391,0,4575,1
16,314,0,25/01/2021,640,1,8783,8
17,314,0,25/01/2021,1380,3,16062,10
18,314,0,25/01/2021,509,0,7568,3
19,314,0,25/01/2021,233,0,6212,1
21,314,0,25/01/2021,915,16,13932,65
22,314,0,25/01/2021,747,10,7570,18
23,314,0,25/01/2021,382,35,4859,39
24,314,0,25/01/2021,440,0,6139,5
25,314,0,25/01/2021,988,0,13513,5
26,314,0,25/01/2021,694,0,7422,0
27,314,0,25/01/2021,634,14,11052,49
28,314,0,25/01/2021,453,0,5888,6
29,314,0,25/01/2021,569,28,20532,32
2A,314,0,25/01/2021,213,0,3516,3
2B,314,0,25/01/2021,209,1,3356,1
30,314,0,25/01/2021,827,1,12626,5
31,314,0,25/01/2021,1736,2,23441,18
32,314,0,25/01/2021,457,0,4223,4
33,314,0,25/01/2021,2159,53,26451,73
34,314,0,25/01/2021,1239,2,21336,14
35,314,0,25/01/2021,914,18,22399,32
36,314,0,25/01/2021,639,4,7362,9
37,314,0,25/01/2021,533,8,9288,36
38,314,0,25/01/2021,785,127,18473,144
39,314,0,25/01/2021,642,0,9741,7
40,314,0,25/01/2021,393,1,8466,5
41,314,0,25/01/2021,419,0,6433,1
42,314,0,25/01/2021,1098,5,11001,8
43,314,0,25/01/2021,539,0,5065,1
44,314,0,25/01/2021,828,0,21984,9
45,314,0,25/01/2021,553,2,11682,39
46,314,0,25/01/2021,191,0,4288,4
47,314,0,25/01/2021,422,0,5443,6
48,314,0,25/01/2021,109,0,2130,0
49,314,0,25/01/2021,549,5,11652,10
50,314,0,25/01/2021,2628,6,12888,9
51,314,0,25/01/2021,711,0,11547,7
52,314,0,25/01/2021,235,0,4645,9
53,314,0,25/01/2021,550,0,6012,6
54,314,0,25/01/2021,880,41,22334,83
55,314,0,25/01/2021,435,0,4092,5
56,314,0,25/01/2021,820,0,10462,3
57,314,0,25/01/2021,865,179,18162,200
58,314,0,25/01/2021,437,0,6508,2
59,314,0,25/01/2021,2646,108,41527,161
60,314,0,25/01/2021,891,3,12325,9
61,314,0,25/01/2021,576,0,11299,10
62,314,0,25/01/2021,1275,1,18733,13
63,314,0,25/01/2021,763,0,9194,5
64,314,0,25/01/2021,967,4,15974,6
65,314,0,25/01/2021,527,0,6528,5
66,314,0,25/01/2021,731,41,12118,63
67,314,0,25/01/2021,447,26,14479,35
68,314,0,25/01/2021,1385,40,9017,42
69,314,0,25/01/2021,2186,18,31241,54
70,314,0,25/01/2021,371,0,3962,6
71,314,0,25/01/2021,1056,1,12797,9
72,314,0,25/01/2021,501,5,9091,10
73,314,0,25/01/2021,651,2,7676,2
74,314,0,25/01/2021,781,0,9718,1
75,314,0,25/01/2021,1601,49,50566,230
76,314,0,25/01/2021,1470,138,31670,159
77,314,0,25/01/2021,937,66,16491,74
78,314,0,25/01/2021,952,7,17232,28
79,314,0,25/01/2021,641,5,9272,11
80,314,0,25/01/2021,1512,0,10811,18
81,314,0,25/01/2021,564,0,7579,5
82,314,0,25/01/2021,375,0,5354,3
83,314,0,25/01/2021,1540,0,14916,6
84,314,0,25/01/2021,798,1,8786,10
85,314,0,25/01/2021,574,0,14125,20
86,314,0,25/01/2021,581,113,10447,115
87,314,0,25/01/2021,620,9,7972,13
88,314,0,25/01/2021,938,1,7928,2
89,314,0,25/01/2021,482,0,7288,7
90,314,0,25/01/2021,319,0,4569,2
91,314,0,25/01/2021,1038,16,15165,19
92,314,0,25/01/2021,816,9,19430,90
93,314,0,25/01/2021,1192,5,13973,35
94,314,0,25/01/2021,1443,8,21907,12
95,314,0,25/01/2021,793,36,15428,53
970,314,0,25/01/2021,0,0,0,0
971,314,0,25/01/2021,84,0,658,0
972,314,0,25/01/2021,157,0,1669,1
973,314,0,25/01/2021,56,0,714,0
974,314,0,25/01/2021,271,0,2612,0
976,314,0,25/01/2021,137,0,147,0
977,314,0,25/01/2021,0,0,3,0
978,314,0,25/01/2021,0,0,0,0
0,315,1,26/01/2021,0,0,0,0
0,315,2,26/01/2021,0,0,0,0
0,315,3,26/01/2021,0,0,0,0
1,315,1,26/01/2021,735,0,8146,3
1,315,2,26/01/2021,0,0,2,0
1,315,3,26/01/2021,0,0,0,0
2,315,1,26/01/2021,700,13,12324,31
2,315,2,26/01/2021,0,0,3,0
2,315,3,26/01/2021,0,0,0,0
3,315,1,26/01/2021,587,12,5580,15
3,315,2,26/01/2021,91,0,4916,0
3,315,3,26/01/2021,0,0,0,0
4,315,1,26/01/2021,655,0,4841,3
4,315,2,26/01/2021,0,0,0,0
4,315,3,26/01/2021,0,0,0,0
5,315,1,26/01/2021,484,0,2915,0
5,315,2,26/01/2021,0,0,0,0
5,315,3,26/01/2021,0,0,0,0
6,315,1,26/01/2021,2792,81,27256,177
6,315,2,26/01/2021,347,0,3910,0
6,315,3,26/01/2021,0,0,0,0
7,315,1,26/01/2021,471,0,4842,1
7,315,2,26/01/2021,0,0,0,0
7,315,3,26/01/2021,0,0,0,0
8,315,1,26/01/2021,300,1,6532,4
8,315,2,26/01/2021,0,0,0,0
8,315,3,26/01/2021,0,0,0,0
9,315,1,26/01/2021,630,25,4859,45
9,315,2,26/01/2021,0,0,5,0
9,315,3,26/01/2021,0,0,0,0
10,315,1,26/01/2021,487,16,7990,32
10,315,2,26/01/2021,0,0,2,0
10,315,3,26/01/2021,0,0,0,0
11,315,1,26/01/2021,809,85,6814,107
11,315,2,26/01/2021,0,0,2,0
11,315,3,26/01/2021,0,0,0,0
12,315,1,26/01/2021,647,0,6963,9
12,315,2,26/01/2021,0,0,0,0
12,315,3,26/01/2021,0,0,0,0
13,315,1,26/01/2021,2921,77,37631,93
13,315,2,26/01/2021,3,0,60,0
13,315,3,26/01/2021,0,0,0,0
14,315,1,26/01/2021,845,55,18631,71
14,315,2,26/01/2021,1,0,3,0
14,315,3,26/01/2021,0,0,0,0
15,315,1,26/01/2021,436,0,5011,1
15,315,2,26/01/2021,0,0,0,0
15,315,3,26/01/2021,0,0,0,0
16,315,1,26/01/2021,1023,0,9803,8
16,315,2,26/01/2021,0,0,3,0
16,315,3,26/01/2021,0,0,0,0
17,315,1,26/01/2021,2108,17,18170,27
17,315,2,26/01/2021,0,0,0,0
17,315,3,26/01/2021,0,0,0,0
18,315,1,26/01/2021,395,0,7962,3
18,315,2,26/01/2021,0,0,1,0
18,315,3,26/01/2021,0,0,0,0
19,315,1,26/01/2021,607,1,6818,2
19,315,2,26/01/2021,0,0,1,0
19,315,3,26/01/2021,0,0,0,0
21,315,1,26/01/2021,1020,234,12639,299
21,315,2,26/01/2021,460,0,2773,0
21,315,3,26/01/2021,0,0,0,0
22,315,1,26/01/2021,1009,70,8579,88
22,315,2,26/01/2021,0,0,0,0
22,315,3,26/01/2021,0,0,0,0
23,315,1,26/01/2021,300,19,5159,58
23,315,2,26/01/2021,0,0,0,0
23,315,3,26/01/2021,0,0,0,0
24,315,1,26/01/2021,572,72,6711,77
24,315,2,26/01/2021,0,0,0,0
24,315,3,26/01/2021,0,0,0,0
25,315,1,26/01/2021,983,37,11898,42
25,315,2,26/01/2021,502,0,3100,0
25,315,3,26/01/2021,0,0,0,0
26,315,1,26/01/2021,797,0,8219,0
26,315,2,26/01/2021,0,0,0,0
26,315,3,26/01/2021,0,0,0,0
27,315,1,26/01/2021,460,16,11511,65
27,315,2,26/01/2021,0,0,1,0
27,315,3,26/01/2021,0,0,0,0
28,315,1,26/01/2021,642,0,6530,6
28,315,2,26/01/2021,0,0,0,0
28,315,3,26/01/2021,0,0,0,0
29,315,1,26/01/2021,946,26,21476,58
29,315,2,26/01/2021,0,0,2,0
29,315,3,26/01/2021,0,0,0,0
2A,315,1,26/01/2021,402,4,3917,7
2A,315,2,26/01/2021,0,0,1,0
2A,315,3,26/01/2021,0,0,0,0
2B,315,1,26/01/2021,386,1,3741,2
2B,315,2,26/01/2021,0,0,1,0
2B,315,3,26/01/2021,0,0,0,0
30,315,1,26/01/2021,1055,7,13681,12
30,315,2,26/01/2021,0,0,0,0
30,315,3,26/01/2021,0,0,0,0
31,315,1,26/01/2021,1837,57,25272,75
31,315,2,26/01/2021,0,0,6,0
31,315,3,26/01/2021,0,0,0,0
32,315,1,26/01/2021,605,0,4827,4
32,315,2,26/01/2021,0,0,1,0
32,315,3,26/01/2021,0,0,0,0
33,315,1,26/01/2021,2174,156,28624,229
33,315,2,26/01/2021,0,0,1,0
33,315,3,26/01/2021,0,0,0,0
34,315,1,26/01/2021,1451,31,22784,45
34,315,2,26/01/2021,0,0,3,0
34,315,3,26/01/2021,0,0,0,0
35,315,1,26/01/2021,1102,168,23497,200
35,315,2,26/01/2021,0,0,4,0
35,315,3,26/01/2021,0,0,0,0
36,315,1,26/01/2021,608,0,7970,9
36,315,2,26/01/2021,0,0,0,0
36,315,3,26/01/2021,0,0,0,0
37,315,1,26/01/2021,1771,79,11058,115
37,315,2,26/01/2021,0,0,1,0
37,315,3,26/01/2021,0,0,0,0
38,315,1,26/01/2021,836,234,19309,378
38,315,2,26/01/2021,0,0,0,0
38,315,3,26/01/2021,0,0,0,0
39,315,1,26/01/2021,622,9,7568,16
39,315,2,26/01/2021,472,0,3267,0
39,315,3,26/01/2021,0,0,0,0
40,315,1,26/01/2021,801,4,9267,9
40,315,2,26/01/2021,0,0,0,0
40,315,3,26/01/2021,0,0,0,0
41,315,1,26/01/2021,470,0,6903,1
41,315,2,26/01/2021,0,0,0,0
41,315,3,26/01/2021,0,0,0,0
42,315,1,26/01/2021,1702,15,12703,23
42,315,2,26/01/2021,0,0,0,0
42,315,3,26/01/2021,0,0,0,0
43,315,1,26/01/2021,615,2,5680,3
43,315,2,26/01/2021,0,0,0,0
43,315,3,26/01/2021,0,0,0,0
44,315,1,26/01/2021,2520,13,24503,22
44,315,2,26/01/2021,0,0,1,0
44,315,3,26/01/2021,0,0,0,0
45,315,1,26/01/2021,844,17,12526,56
45,315,2,26/01/2021,1,0,1,0
45,315,3,26/01/2021,0,0,0,0
46,315,1,26/01/2021,227,0,4515,4
46,315,2,26/01/2021,0,0,0,0
46,315,3,26/01/2021,0,0,0,0
47,315,1,26/01/2021,783,2,6226,8
47,315,2,26/01/2021,0,0,0,0
47,315,3,26/01/2021,0,0,0,0
48,315,1,26/01/2021,261,0,2391,0
48,315,2,26/01/2021,0,0,0,0
48,315,3,26/01/2021,0,0,0,0
49,315,1,26/01/2021,979,118,12628,128
49,315,2,26/01/2021,0,0,3,0
49,315,3,26/01/2021,0,0,0,0
50,315,1,26/01/2021,1330,35,14218,44
50,315,2,26/01/2021,0,0,0,0
50,315,3,26/01/2021,0,0,0,0
51,315,1,26/01/2021,522,1,10628,8
51,315,2,26/01/2021,246,0,1687,0
51,315,3,26/01/2021,0,0,0,0
52,315,1,26/01/2021,305,0,4950,9
52,315,2,26/01/2021,0,0,0,0
52,315,3,26/01/2021,0,0,0,0
53,315,1,26/01/2021,1162,0,7174,6
53,315,2,26/01/2021,0,0,0,0
53,315,3,26/01/2021,0,0,0,0
54,315,1,26/01/2021,142,0,20678,83
54,315,2,26/01/2021,0,0,1798,0
54,315,3,26/01/2021,0,0,0,0
55,315,1,26/01/2021,427,0,4519,5
55,315,2,26/01/2021,0,0,0,0
55,315,3,26/01/2021,0,0,0,0
56,315,1,26/01/2021,1029,1,11490,4
56,315,2,26/01/2021,0,0,1,0
56,315,3,26/01/2021,0,0,0,0
57,315,1,26/01/2021,783,216,17185,416
57,315,2,26/01/2021,324,0,2084,0
57,315,3,26/01/2021,0,0,0,0
58,315,1,26/01/2021,648,0,7156,2
58,315,2,26/01/2021,0,0,0,0
58,315,3,26/01/2021,0,0,0,0
59,315,1,26/01/2021,2702,168,44224,329
59,315,2,26/01/2021,1,0,6,0
59,315,3,26/01/2021,0,0,0,0
60,315,1,26/01/2021,940,10,13264,19
60,315,2,26/01/2021,0,0,1,0
60,315,3,26/01/2021,0,0,0,0
61,315,1,26/01/2021,547,0,11846,10
61,315,2,26/01/2021,0,0,0,0
61,315,3,26/01/2021,0,0,0,0
62,315,1,26/01/2021,1531,9,20264,22
62,315,2,26/01/2021,0,0,0,0
62,315,3,26/01/2021,0,0,0,0
63,315,1,26/01/2021,950,1,10023,6
63,315,2,26/01/2021,0,0,121,0
63,315,3,26/01/2021,0,0,0,0
64,315,1,26/01/2021,1351,82,17321,88
64,315,2,26/01/2021,0,0,4,0
64,315,3,26/01/2021,0,0,0,0
65,315,1,26/01/2021,841,2,7369,7
65,315,2,26/01/2021,0,0,0,0
65,315,3,26/01/2021,0,0,0,0
66,315,1,26/01/2021,783,68,12901,131
66,315,2,26/01/2021,0,0,0,0
66,315,3,26/01/2021,0,0,0,0
67,315,1,26/01/2021,86,128,14145,163
67,315,2,26/01/2021,70,0,490,0
67,315,3,26/01/2021,0,0,0,0
68,315,1,26/01/2021,893,83,6245,125
68,315,2,26/01/2021,656,0,4321,0
68,315,3,26/01/2021,0,0,0,0
69,315,1,26/01/2021,2535,92,33776,146
69,315,2,26/01/2021,0,0,0,0
69,315,3,26/01/2021,0,0,0,0
70,315,1,26/01/2021,335,0,4201,6
70,315,2,26/01/2021,0,0,96,0
70,315,3,26/01/2021,0,0,0,0
71,315,1,26/01/2021,1503,15,14278,24
71,315,2,26/01/2021,0,0,22,0
71,315,3,26/01/2021,0,0,0,0
72,315,1,26/01/2021,1164,20,10254,30
72,315,2,26/01/2021,0,0,1,0
72,315,3,26/01/2021,0,0,0,0
73,315,1,26/01/2021,760,0,8282,2
73,315,2,26/01/2021,0,0,154,0
73,315,3,26/01/2021,0,0,0,0
74,315,1,26/01/2021,1309,2,11027,3
74,315,2,26/01/2021,0,0,0,0
74,315,3,26/01/2021,0,0,0,0
75,315,1,26/01/2021,2439,47,53004,277
75,315,2,26/01/2021,1,0,2,0
75,315,3,26/01/2021,0,0,0,0
76,315,1,26/01/2021,1388,385,33056,544
76,315,2,26/01/2021,0,0,2,0
76,315,3,26/01/2021,0,0,0,0
77,315,1,26/01/2021,1694,29,18175,103
77,315,2,26/01/2021,0,0,10,0
77,315,3,26/01/2021,0,0,0,0
78,315,1,26/01/2021,1537,9,18767,37
78,315,2,26/01/2021,0,0,2,0
78,315,3,26/01/2021,0,0,0,0
79,315,1,26/01/2021,559,11,9830,22
79,315,2,26/01/2021,0,0,1,0
79,315,3,26/01/2021,0,0,0,0
80,315,1,26/01/2021,1474,2,12285,20
80,315,2,26/01/2021,0,0,0,0
80,315,3,26/01/2021,0,0,0,0
81,315,1,26/01/2021,631,4,8209,9
81,315,2,26/01/2021,0,0,1,0
81,315,3,26/01/2021,0,0,0,0
82,315,1,26/01/2021,463,0,5814,3
82,315,2,26/01/2021,0,0,3,0
82,315,3,26/01/2021,0,0,0,0
83,315,1,26/01/2021,1244,1,14180,7
83,315,2,26/01/2021,413,0,2393,0
83,315,3,26/01/2021,0,0,0,0
84,315,1,26/01/2021,931,0,9716,10
84,315,2,26/01/2021,0,0,1,0
84,315,3,26/01/2021,0,0,0,0
85,315,1,26/01/2021,874,36,14999,56
85,315,2,26/01/2021,0,0,0,0
85,315,3,26/01/2021,0,0,0,0
86,315,1,26/01/2021,746,173,11190,288
86,315,2,26/01/2021,1,0,4,0
86,315,3,26/01/2021,0,0,0,0
87,315,1,26/01/2021,569,52,8539,65
87,315,2,26/01/2021,0,0,2,0
87,315,3,26/01/2021,0,0,0,0
88,315,1,26/01/2021,388,2,8315,4
88,315,2,26/01/2021,0,0,1,0
88,315,3,26/01/2021,0,0,0,0
89,315,1,26/01/2021,576,12,7864,19
89,315,2,26/01/2021,0,0,0,0
89,315,3,26/01/2021,0,0,0,0
90,315,1,26/01/2021,224,0,4792,2
90,315,2,26/01/2021,0,0,1,0
90,315,3,26/01/2021,0,0,0,0
91,315,1,26/01/2021,1563,35,16728,54
91,315,2,26/01/2021,0,0,0,0
91,315,3,26/01/2021,0,0,0,0
92,315,1,26/01/2021,1186,26,20615,116
92,315,2,26/01/2021,0,0,1,0
92,315,3,26/01/2021,0,0,0,0
93,315,1,26/01/2021,1281,81,15252,116
93,315,2,26/01/2021,0,0,2,0
93,315,3,26/01/2021,0,0,0,0
94,315,1,26/01/2021,1546,20,23452,32
94,315,2,26/01/2021,0,0,1,0
94,315,3,26/01/2021,0,0,0,0
95,315,1,26/01/2021,981,158,16408,211
95,315,2,26/01/2021,0,0,1,0
95,315,3,26/01/2021,0,0,0,0
970,315,1,26/01/2021,0,0,0,0
970,315,2,26/01/2021,0,0,0,0
970,315,3,26/01/2021,0,0,0,0
971,315,1,26/01/2021,124,1,782,1
971,315,2,26/01/2021,0,0,0,0
971,315,3,26/01/2021,0,0,0,0
972,315,1,26/01/2021,132,0,1801,1
972,315,2,26/01/2021,0,0,0,0
972,315,3,26/01/2021,0,0,0,0
973,315,1,26/01/2021,98,0,812,0
973,315,2,26/01/2021,0,0,0,0
973,315,3,26/01/2021,0,0,0,0
974,315,1,26/01/2021,429,0,3041,0
974,315,2,26/01/2021,0,0,0,0
974,315,3,26/01/2021,0,0,0,0
976,315,1,26/01/2021,161,1,308,1
976,315,2,26/01/2021,0,0,0,0
976,315,3,26/01/2021,0,0,0,0
977,315,1,26/01/2021,0,0,3,0
977,315,2,26/01/2021,0,0,0,0
977,315,3,26/01/2021,0,0,0,0
978,315,1,26/01/2021,0,0,0,0
978,315,2,26/01/2021,0,0,0,0
978,315,3,26/01/2021,0,0,0,0
0,315,0,26/01/2021,0,0,0,0
1,315,0,26/01/2021,735,0,8148,3
2,315,0,26/01/2021,700,13,12327,31
3,315,0,26/01/2021,678,12,10496,15
4,315,0,26/01/2021,655,0,4841,3
5,315,0,26/01/2021,484,0,2915,0
6,315,0,26/01/2021,3139,81,31166,177
7,315,0,26/01/2021,471,0,4842,1
8,315,0,26/01/2021,300,1,6532,4
9,315,0,26/01/2021,630,25,4864,45
10,315,0,26/01/2021,487,16,7992,32
11,315,0,26/01/2021,809,85,6816,107
12,315,0,26/01/2021,647,0,6963,9
13,315,0,26/01/2021,2924,77,37691,93
14,315,0,26/01/2021,846,55,18634,71
15,315,0,26/01/2021,436,0,5011,1
16,315,0,26/01/2021,1023,0,9806,8
17,315,0,26/01/2021,2108,17,18170,27
18,315,0,26/01/2021,395,0,7963,3
19,315,0,26/01/2021,607,1,6819,2
21,315,0,26/01/2021,1480,234,15412,299
22,315,0,26/01/2021,1009,70,8579,88
23,315,0,26/01/2021,300,19,5159,58
24,315,0,26/01/2021,572,72,6711,77
25,315,0,26/01/2021,1485,37,14998,42
26,315,0,26/01/2021,797,0,8219,0
27,315,0,26/01/2021,460,16,11512,65
28,315,0,26/01/2021,642,0,6530,6
29,315,0,26/01/2021,946,26,21478,58
2A,315,0,26/01/2021,402,4,3918,7
2B,315,0,26/01/2021,386,1,3742,2
30,315,0,26/01/2021,1055,7,13681,12
31,315,0,26/01/2021,1837,57,25278,75
32,315,0,26/01/2021,605,0,4828,4
33,315,0,26/01/2021,2174,156,28625,229
34,315,0,26/01/2021,1451,31,22787,45
35,315,0,26/01/2021,1102,168,23501,200
36,315,0,26/01/2021,608,0,7970,9
37,315,0,26/01/2021,1771,79,11059,115
38,315,0,26/01/2021,836,234,19309,378
39,315,0,26/01/2021,1094,9,10835,16
40,315,0,26/01/2021,801,4,9267,9
41,315,0,26/01/2021,470,0,6903,1
42,315,0,26/01/2021,1702,15,12703,23
43,315,0,26/01/2021,615,2,5680,3
44,315,0,26/01/2021,2520,13,24504,22
45,315,0,26/01/2021,845,17,12527,56
46,315,0,26/01/2021,227,0,4515,4
47,315,0,26/01/2021,783,2,6226,8
48,315,0,26/01/2021,261,0,2391,0
49,315,0,26/01/2021,979,118,12631,128
50,315,0,26/01/2021,1330,35,14218,44
51,315,0,26/01/2021,768,1,12315,8
52,315,0,26/01/2021,305,0,4950,9
53,315,0,26/01/2021,1162,0,7174,6
