id_dep,id_date,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
74,309,1257,0,5840,1
75,309,4245,10,37598,52
76,309,2063,0,26179,19
77,309,2498,1,11997,8
78,309,1625,0,10564,2
79,309,1625,0,5698,6
80,309,1086,0,5443,18
81,309,734,1,4681,5
82,309,661,0,3920,3
83,309,1622,0,9531,6
84,309,1010,0,5574,9
85,309,1871,0,8259,2
86,309,1413,0,7480,2
87,309,673,0,5597,2
88,309,461,0,3730,1
89,309,757,0,4562,7
90,309,390,0,3457,2
91,309,2272,0,9970,3
92,309,1763,1,12580,30
93,309,1537,9,8799,28
94,309,2146,0,14443,4
95,309,2019,0,10657,16
970,309,0,0,0,0
971,309,66,0,381,0
972,309,163,0,1117,1
973,309,132,0,465,0
974,309,448,0,1249,0
976,309,0,0,9,0
977,309,0,0,1,0
978,309,0,0,0,0
0,310,0,0,0,0
1,310,1084,0,6010,2
2,310,2597,0,9423,8
3,310,1194,0,8051,3
4,310,612,0,3204,3
5,310,255,0,1815,0
6,310,2892,10,22374,19
7,310,449,0,3814,1
8,310,740,0,5113,3
9,310,332,0,3382,9
10,310,1134,0,5933,7
11,310,613,0,4828,3
12,310,713,0,4687,9
13,310,5288,0,26742,12
14,310,1805,0,15028,8
15,310,569,0,3246,1
16,310,1322,1,6856,7
17,310,2489,0,12034,7
18,310,961,0,6029,2
19,310,504,0,4350,1
21,310,1515,0,11192,48
22,310,932,1,5787,8
23,310,658,0,3633,3
24,310,619,0,5040,5
25,310,1780,0,10417,5
26,310,802,0,5356,0
27,310,653,0,9124,26
28,310,795,0,4613,6
29,310,5308,0,15589,4
2A,310,449,0,2639,2
2B,310,357,0,2718,0
30,310,1223,0,10108,4
31,310,2965,0,18602,15
32,310,582,0,3203,4
33,310,2835,1,20610,19
34,310,4089,0,16994,11
35,310,3560,0,18964,14
36,310,719,0,5390,5
37,310,844,0,7819,28
38,310,1596,0,15924,13
39,310,1173,0,7752,7
40,310,1256,0,6979,4
41,310,1538,0,5117,1
42,310,970,0,8166,3
43,310,446,1,4059,1
44,310,4502,0,17830,8
45,310,2512,1,9566,37
46,310,966,0,3719,4
47,310,559,0,4172,4
48,310,463,0,1716,0
49,310,1932,0,9566,5
50,310,913,0,8000,3
51,310,788,0,10023,7
52,310,423,0,4019,9
53,310,768,0,4592,6
54,310,1334,7,19879,36
55,310,429,0,3216,5
56,310,1456,0,8152,3
57,310,1715,0,15450,3
58,310,955,0,5070,2
59,310,4530,6,33710,39
60,310,2147,0,9394,6
61,310,840,0,9477,9
62,310,2202,0,15119,12
63,310,933,0,7118,5
64,310,2593,0,12764,2
65,310,582,0,5231,5
66,310,2390,0,9392,7
67,310,2177,0,10867,8
68,310,1374,0,5226,2
69,310,3879,6,24613,35
70,310,655,1,2869,6
71,310,2041,0,9522,8
72,310,1711,0,7494,3
73,310,957,0,5703,0
74,310,1507,0,7347,1
75,310,4621,18,42219,70
76,310,1771,0,27950,19
77,310,2023,0,14020,8
78,310,3233,15,13797,17
79,310,1995,0,7693,6
80,310,1012,0,6455,18
81,310,1166,0,5847,5
82,310,427,0,4347,3
83,310,2019,0,11550,6
84,310,1045,0,6619,9
85,310,3087,0,11346,2
86,310,1275,0,8755,2
87,310,715,0,6312,2
88,310,1530,0,5260,1
89,310,935,0,5497,7
90,310,349,0,3806,2
91,310,2024,0,11994,3
92,310,3338,1,15918,31
93,310,1907,0,10706,28
94,310,2907,0,17350,4
95,310,1848,1,12505,17
970,310,0,0,0,0
971,310,106,0,487,0
972,310,181,0,1298,1
973,310,118,0,583,0
974,310,608,0,1857,0
976,310,0,0,9,0
977,310,2,0,3,0
978,310,0,0,0,0
0,311,0,0,0,0
1,311,644,0,6654,2
2,311,1417,0,10840,8
3,311,1115,0,9166,3
4,311,634,0,3838,3
5,311,194,0,2009,0
6,311,2407,1,24781,20
7,311,287,0,4101,1
8,311,678,0,5791,3
9,311,330,0,3712,9
10,311,818,0,6751,7
11,311,524,0,5352,3
12,311,798,0,5485,9
13,311,3910,0,30652,12
14,311,1483,0,16511,8
15,311,500,0,3746,1
16,311,1105,0,7961,7
17,311,1862,0,13896,7
18,311,781,0,6810,2
19,311,1313,0,5663,1
21,311,1219,1,12411,49
22,311,817,0,6604,8
23,311,476,1,4109,4
24,311,510,0,5550,5
25,311,1495,0,11912,5
26,311,784,0,6140,0
27,311,775,0,9899,26
28,311,476,0,5089,6
29,311,3642,0,19231,4
2A,311,364,0,3003,2
2B,311,340,0,3058,0
30,311,1072,0,11180,4
31,311,2169,1,20771,16
32,311,371,0,3574,4
33,311,2314,1,22924,20
34,311,2503,0,19497,11
35,311,2054,0,21018,14
36,311,854,0,6244,5
37,311,764,0,8583,28
38,311,1384,4,17308,17
39,311,966,0,8718,7
40,311,805,0,7784,4
41,311,805,0,5922,1
42,311,978,0,9144,3
43,311,465,0,4524,1
44,311,2447,0,20277,8
45,311,1406,0,10972,37
46,311,378,0,4097,4
47,311,461,0,4633,4
48,311,269,0,1985,0
49,311,1278,0,10844,5
50,311,713,0,8713,3
51,311,390,0,10413,7
52,311,319,0,4338,9
53,311,703,0,5295,6
54,311,1037,0,20916,36
55,311,392,0,3608,5
56,311,1165,0,9317,3
57,311,1305,3,16755,6
58,311,749,0,5819,2
59,311,3852,1,37562,40
60,311,1484,0,10878,6
61,311,763,0,10240,9
62,311,1827,0,16946,12
63,311,962,0,8080,5
64,311,1634,0,14398,2
65,311,595,0,5826,5
66,311,1375,3,10767,10
67,311,1980,1,12847,9
68,311,1496,0,6722,2
69,311,3085,1,27698,36
70,311,458,0,3327,6
71,311,1411,0,10933,8
72,311,1064,2,8558,5
73,311,935,0,6638,0
74,311,1167,0,8514,1
75,311,4379,29,46598,99
76,311,1703,1,29653,20
77,311,1143,0,15163,8
78,311,2201,4,15998,21
79,311,873,0,8566,6
80,311,1113,0,7568,18
81,311,845,0,6692,5
82,311,481,0,4828,3
83,311,1592,0,13142,6
84,311,1127,0,7746,9
85,311,1692,17,13038,19
86,311,800,0,9555,2
87,311,756,2,7068,4
88,311,1149,0,6409,1
89,311,1011,0,6508,7
90,311,346,0,4152,2
91,311,1686,0,13680,3
92,311,2557,50,18475,81
93,311,1369,0,12075,28
94,311,2109,0,19459,4
95,311,1312,0,13817,17
970,311,0,0,0,0
971,311,86,0,573,0
972,311,156,0,1454,1
973,311,75,0,658,0
974,311,409,0,2266,0
976,311,0,0,9,0
977,311,0,0,3,0
978,311,0,0,0,0
0,312,0,0,0,0
1,312,221,0,6875,2
2,312,288,0,11128,8
3,312,465,0,9631,3
4,312,109,0,3947,3
5,312,112,0,2121,0
6,312,1278,0,26059,20
7,312,106,0,4207,1
8,312,237,0,6028,3
9,312,236,0,3948,9
10,312,309,0,7060,7
11,312,145,0,5497,3
12,312,381,0,5866,9
13,312,1326,0,31978,12
14,312,297,0,16808,8
15,312,432,0,4178,1
16,312,182,0,8143,7
17,312,738,0,14634,7
18,312,249,1,7059,3
19,312,280,0,5943,1
21,312,486,0,12897,49
22,312,218,0,6822,8
23,312,368,0,4477,4
24,312,149,0,5699,5
25,312,494,0,12406,5
26,312,564,0,6704,0
27,312,350,0,10249,26
28,312,345,0,5434,6
29,312,533,0,19764,4
2A,312,183,1,3186,3
2B,312,60,0,3118,0
30,312,619,0,11799,4
31,312,726,0,21497,16
32,312,189,0,3763,4
33,312,844,0,23768,20
34,312,598,1,20095,12
35,312,419,0,21437,14
36,312,294,0,6538,5
37,312,172,0,8755,28
38,312,379,0,17687,17
39,312,381,0,9099,7
40,312,288,0,8072,4
41,312,92,0,6014,1
42,312,401,0,9545,3
43,312,1,0,4525,1
44,312,760,1,21037,9
45,312,118,0,11090,37
46,312,0,0,4097,4
47,312,388,1,5021,5
48,312,36,0,2021,0
49,312,259,0,11103,5
50,312,666,0,9379,3
51,312,294,0,10707,7
52,312,72,0,4410,9
53,312,161,0,5456,6
54,312,473,0,21389,36
55,312,49,0,3657,5
56,312,320,0,9637,3
57,312,542,15,17297,21
58,312,250,0,6069,2
59,312,1151,0,38713,40
60,312,495,0,11373,6
61,312,256,1,10496,10
62,312,512,0,17458,12
63,312,189,0,8269,5
64,312,521,0,14919,2
65,312,172,0,5998,5
66,312,398,3,11165,13
67,312,807,0,13654,9
68,312,215,0,6937,2
69,312,1258,0,28956,36
70,312,261,0,3588,6
71,312,808,0,11741,8
72,312,32,0,8590,5
73,312,387,0,7025,0
74,312,334,0,8848,1
75,312,1688,28,48286,127
76,312,448,1,30101,21
77,312,348,0,15511,8
78,312,278,0,16276,21
79,312,65,0,8631,6
80,312,908,0,8476,18
81,312,221,0,6913,5
82,312,151,0,4979,3
83,312,234,0,13376,6
84,312,242,0,7988,9
85,312,464,1,13502,20
86,312,311,0,9866,2
87,312,284,0,7352,4
88,312,283,0,6692,1
89,312,196,0,6704,7
90,312,98,0,4250,2
91,312,406,0,14086,3
92,312,128,0,18603,81
93,312,706,2,12781,30
94,312,721,0,20180,4
95,312,639,0,14456,17
970,312,0,0,0,0
971,312,1,0,574,0
972,312,58,0,1512,1
973,312,0,0,658,0
974,312,75,0,2341,0
976,312,1,0,10,0
977,312,0,0,3,0
978,312,0,0,0,0
0,313,0,0,0,0
1,313,68,0,6943,2
2,313,67,0,11195,8
3,313,0,0,9631,3
4,313,0,0,3947,3
5,313,0,0,2121,0
6,313,28,0,26087,20
7,313,0,0,4207,1
8,313,0,0,6028,3
9,313,83,0,4031,9
10,313,0,0,7060,7
11,313,139,0,5636,3
12,313,0,0,5866,9
13,313,485,0,32463,12
14,313,71,0,16879,8
15,313,6,0,4184,1
16,313,0,0,8143,7
17,313,48,0,14682,7
18,313,0,0,7059,3
19,313,36,0,5979,1
21,313,120,0,13017,49
22,313,1,0,6823,8
23,313,0,0,4477,4
24,313,0,0,5699,5
25,313,119,0,12525,5
26,313,24,0,6728,0
27,313,169,9,10418,35
28,313,1,0,5435,6
29,313,199,0,19963,4
2A,313,117,0,3303,3
2B,313,29,0,3147,0
30,313,0,0,11799,4
31,313,208,0,21705,16
32,313,3,0,3766,4
33,313,524,0,24292,20
34,313,2,0,20097,12
35,313,48,0,21485,14
36,313,185,0,6723,5
37,313,0,0,8755,28
38,313,1,0,17688,17
39,313,0,0,9099,7
40,313,1,0,8073,4
41,313,0,0,6014,1
42,313,358,0,9903,3
43,313,1,0,4526,1
44,313,119,0,21156,9
45,313,39,0,11129,37
46,313,0,0,4097,4
47,313,0,1,5021,6
48,313,0,0,2021,0
49,313,0,0,11103,5
50,313,881,0,10260,3
51,313,129,0,10836,7
52,313,0,0,4410,9
53,313,6,0,5462,6
54,313,65,6,21454,42
55,313,0,0,3657,5
56,313,5,0,9642,3
57,313,0,0,17297,21
58,313,2,0,6071,2
59,313,168,13,38881,53
60,313,61,0,11434,6
61,313,227,0,10723,10
62,313,0,0,17458,12
63,313,162,0,8431,5
64,313,88,0,15007,2
65,313,3,0,6001,5
66,313,222,9,11387,22
67,313,378,0,14032,9
68,313,695,0,7632,2
69,313,99,0,29055,36
70,313,3,0,3591,6
71,313,0,0,11741,8
72,313,0,0,8590,5
73,313,0,0,7025,0
74,313,89,0,8937,1
75,313,679,54,48965,181
76,313,99,0,30200,21
77,313,43,0,15554,8
78,313,4,0,16280,21
79,313,0,0,8631,6
80,313,823,0,9299,18
81,313,102,0,7015,5
82,313,0,0,4979,3
83,313,0,0,13376,6
84,313,0,0,7988,9
85,313,49,0,13551,20
86,313,0,0,9866,2
87,313,0,0,7352,4
88,313,298,0,6990,1
89,313,102,0,6806,7
90,313,0,0,4250,2
91,313,41,0,14127,3
92,313,11,0,18614,81
93,313,0,0,12781,30
94,313,284,0,20464,4
95,313,179,0,14635,17
970,313,0,0,0,0
971,313,0,0,574,0
972,313,0,0,1512,1
973,313,0,0,658,0
974,313,0,0,2341,0
976,313,0,0,10,0
977,313,0,0,3,0
978,313,0,0,0,0
0,314,0,0,0,0
1,314,470,1,7413,3
2,314,432,10,11627,18
3,314,187,0,9818,3
4,314,239,0,4186,3
5,314,310,0,2431,0
6,314,1940,76,28027,96
7,314,164,0,4371,1
8,314,204,0,6232,3
9,314,203,11,4234,20
10,314,445,9,7505,16
11,314,371,19,6007,22
12,314,450,0,6316,9
13,314,2304,4,34767,16
14,314,909,8,17788,16
15,314,391,0,4575,1
16,314,640,1,8783,8
17,314,1380,3,16062,10
18,314,509,0,7568,3
19,314,233,0,6212,1
21,314,915,16,13932,65
22,314,747,10,7570,18
23,314,382,35,4859,39
24,314,440,0,6139,5
25,314,988,0,13513,5
26,314,694,0,7422,0
27,314,634,14,11052,49
28,314,453,0,5888,6
29,314,569,28,20532,32
2A,314,213,0,3516,3
2B,314,209,1,3356,1
30,314,827,1,12626,5
31,314,1736,2,23441,18
32,314,457,0,4223,4
33,314,2159,53,26451,73
34,314,1239,2,21336,14
35,314,914,18,22399,32
36,314,639,4,7362,9
37,314,533,8,9288,36
38,314,785,127,18473,144
39,314,642,0,9741,7
40,314,393,1,8466,5
41,314,419,0,6433,1
42,314,1098,5,11001,8
43,314,539,0,5065,1
44,314,828,0,21984,9
45,314,553,2,11682,39
46,314,191,0,4288,4
47,314,422,0,5443,6
48,314,109,0,2130,0
49,314,549,5,11652,10
50,314,2628,6,12888,9
51,314,711,0,11547,7
52,314,235,0,4645,9
53,314,550,0,6012,6
54,314,880,41,22334,83
55,314,435,0,4092,5
56,314,820,0,10462,3
57,314,865,179,18162,200
58,314,437,0,6508,2
59,314,2646,108,41527,161
60,314,891,3,12325,9
61,314,576,0,11299,10
62,314,1275,1,18733,13
63,314,763,0,9194,5
64,314,967,4,15974,6
65,314,527,0,6528,5
66,314,731,41,12118,63
67,314,447,26,14479,35
68,314,1385,40,9017,42
69,314,2186,18,31241,54
70,314,371,0,3962,6
71,314,1056,1,12797,9
72,314,501,5,9091,10
73,314,651,2,7676,2
74,314,781,0,9718,1
75,314,1601,49,50566,230
76,314,1470,138,31670,159
77,314,937,66,16491,74
78,314,952,7,17232,28
79,314,641,5,9272,11
80,314,1512,0,10811,18
81,314,564,0,7579,5
82,314,375,0,5354,3
83,314,1540,0,14916,6
84,314,798,1,8786,10
85,314,574,0,14125,20
86,314,581,113,10447,115
87,314,620,9,7972,13
88,314,938,1,7928,2
89,314,482,0,7288,7
90,314,319,0,4569,2
91,314,1038,16,15165,19
92,314,816,9,19430,90
93,314,1192,5,13973,35
94,314,1443,8,21907,12
95,314,793,36,15428,53
970,314,0,0,0,0
971,314,84,0,658,0
972,314,157,0,1669,1
973,314,56,0,714,0
974,314,271,0,2612,0
976,314,137,0,147,0
977,314,0,0,3,0
978,314,0,0,0,0
0,315,0,0,0,0
1,315,735,0,8148,3
2,315,700,13,12327,31
3,315,678,12,10496,15
4,315,655,0,4841,3
5,315,484,0,2915,0
6,315,3139,81,31166,177
7,315,471,0,4842,1
8,315,300,1,6532,4
9,315,630,25,4864,45
10,315,487,16,7992,32
11,315,809,85,6816,107
12,315,647,0,6963,9
13,315,2924,77,37691,93
14,315,846,55,18634,71
15,315,436,0,5011,1
16,315,1023,0,9806,8
17,315,2108,17,18170,27
18,315,395,0,7963,3
19,315,607,1,6819,2
21,315,1480,234,15412,299
22,315,1009,70,8579,88
23,315,300,19,5159,58
24,315,572,72,6711,77
25,315,1485,37,14998,42
26,315,797,0,8219,0
27,315,460,16,11512,65
28,315,642,0,6530,6
29,315,946,26,21478,58
2A,315,402,4,3918,7
2B,315,386,1,3742,2
30,315,1055,7,13681,12
31,315,1837,57,25278,75
32,315,605,0,4828,4
33,315,2174,156,28625,229
34,315,1451,31,22787,45
35,315,1102,168,23501,200
36,315,608,0,7970,9
37,315,1771,79,11059,115
38,315,836,234,19309,378
39,315,1094,9,10835,16
40,315,801,4,9267,9
41,315,470,0,6903,1
42,315,1702,15,12703,23
43,315,615,2,5680,3
44,315,2520,13,24504,22
45,315,845,17,12527,56
46,315,227,0,4515,4
47,315,783,2,6226,8
48,315,261,0,2391,0
49,315,979,118,12631,128
50,315,1330,35,14218,44
51,315,768,1,12315,8
52,315,305,0,4950,9
53,315,1162,0,7174,6
54,315,142,0,22476,83
55,315,427,0,4519,5
56,315,1029,1,11491,4
57,315,1107,216,19269,416
58,315,648,0,7156,2
59,315,2703,168,44230,329
60,315,940,10,13265,19
61,315,547,0,11846,10
62,315,1531,9,20264,22
63,315,950,1,10144,6
64,315,1351,82,17325,88
65,315,841,2,7369,7
66,315,783,68,12901,131
67,315,156,128,14635,163
68,315,1549,83,10566,125
69,315,2535,92,33776,146
70,315,335,0,4297,6
71,315,1503,15,14300,24
72,315,1164,20,10255,30
73,315,760,0,8436,2
74,315,1309,2,11027,3
75,315,2440,47,53006,277
76,315,1388,385,33058,544
77,315,1694,29,18185,103
78,315,1537,9,18769,37
79,315,559,11,9831,22
80,315,1474,2,12285,20
81,315,631,4,8210,9
82,315,463,0,5817,3
83,315,1657,1,16573,7
84,315,931,0,9717,10
85,315,874,36,14999,56
86,315,747,173,11194,288
87,315,569,52,8541,65
88,315,388,2,8316,4
89,315,576,12,7864,19
90,315,224,0,4793,2
91,315,1563,35,16728,54
92,315,1186,26,20616,116
93,315,1281,81,15254,116
94,315,1546,20,23453,32
95,315,981,158,16409,211
970,315,0,0,0,0
971,315,124,1,782,1
972,315,132,0,1801,1
973,315,98,0,812,0
974,315,429,0,3041,0
976,315,161,1,308,1
977,315,0,0,3,0
978,315,0,0,0,0
0,316,0,0,0,0
1,316,513,0,8661,3
2,316,159,13,12486,44
3,316,695,7,11191,22
4,316,479,1,5320,4
5,316,388,2,3303,2
6,316,2388,175,33554,352
7,316,535,23,5377,24
8,316,410,0,6942,4
9,316,471,95,5335,140
10,316,457,15,8449,47
11,316,753,19,7569,126
12,316,1823,5,8786,14
13,316,3092,112,40783,205
14,316,878,182,19512,253
15,316,711,0,5722,1
16,316,1394,104,11200,112
17,316,1669,30,19839,57
18,316,389,2,8352,5
19,316,333,4,7152,6
21,316,2020,264,17432,563
22,316,3836,103,12415,191
23,316,228,15,5387,73
24,316,1256,0,7967,77
25,316,1245,66,16243,108
26,316,820,3,9039,3
27,316,505,169,12017,234
28,316,1207,39,7737,45
29,316,1279,56,22757,114
2A,316,321,5,4239,12
2B,316,342,51,4084,53
30,316,958,110,14639,122
31,316,1550,152,26828,227
32,316,701,0,5529,4
33,316,2197,205,30822,434
34,316,1460,21,24247,66
35,316,1030,126,24531,326
36,316,844,17,8814,26
37,316,1504,89,12563,204
38,316,1088,270,20397,648
39,316,904,15,11739,31
40,316,1118,7,10385,16
41,316,433,41,7336,42
42,316,1428,119,14131,142
43,316,740,0,6420,3
44,316,2083,56,26587,78
45,316,648,57,13175,113
46,316,276,38,4791,42
47,316,712,0,6938,8
48,316,257,2,2648,2
49,316,1839,58,14470,186
50,316,719,52,14937,96
51,316,651,0,12966,8
52,316,236,0,5186,9
53,316,696,0,7870,6
54,316,12,213,22488,296
55,316,423,0,4942,5
56,316,1078,33,12569,37
57,316,1060,195,20329,611
58,316,602,158,7758,160
59,316,1734,321,45964,650
60,316,640,5,13905,24
61,316,569,13,12415,23
62,316,1465,171,21729,193
63,316,994,10,11138,16
64,316,1236,136,18561,224
65,316,580,5,7949,12
66,316,837,98,13738,229
67,316,1384,109,16019,272
68,316,2711,121,13277,246
69,316,2327,248,36103,394
70,316,317,9,4614,15
71,316,1226,73,15526,97
72,316,880,18,11135,48
73,316,1101,1,9537,3
74,316,1010,4,12037,7
75,316,3022,149,56028,426
76,316,1341,426,34399,970
77,316,1360,37,19545,140
78,316,2039,40,20808,77
79,316,737,78,10568,100
80,316,821,26,13106,46
81,316,546,3,8756,12
82,316,520,1,6337,4
83,316,2079,71,18652,78
84,316,1062,0,10779,10
85,316,1754,28,16753,84
86,316,763,235,11957,523
87,316,571,40,9112,105
88,316,3,0,8319,4
89,316,471,38,8335,57
90,316,254,0,5047,2
91,316,2379,170,19107,224
92,316,2166,84,22782,200
93,316,2129,61,17383,177
94,316,1708,34,25161,66
95,316,1257,192,17666,403
970,316,0,0,0,0
971,316,203,0,985,1
972,316,160,6,1961,7
973,316,109,0,921,0
974,316,317,0,3358,0
976,316,240,0,548,1
977,316,0,0,3,0
978,316,0,0,0,0
0,317,0,0,0,0
1,317,667,100,9328,103
2,317,69,247,12555,291
3,317,1015,47,12206,69
4,317,663,19,5983,23
5,317,361,60,3664,62
6,317,2524,374,36078,726
7,317,1141,114,6518,138
8,317,564,186,7506,190
9,317,283,158,5618,298
10,317,348,66,8797,113
11,317,626,58,8195,184
12,317,1859,210,10645,224
13,317,3215,166,43998,371
14,317,777,143,20289,396
15,317,624,83,6346,84
16,317,1250,147,12450,259
17,317,2473,264,22312,321
18,317,561,27,8913,32
19,317,297,249,7449,255
21,317,1380,340,18812,903
22,317,4316,69,16731,260
23,317,233,63,5620,136
24,317,975,172,8942,249
25,317,1087,88,17330,196
26,317,1321,166,10360,169
27,317,514,249,12531,483
28,317,1581,105,9318,150
29,317,784,129,23541,243
2A,317,335,91,4574,103
2B,317,367,150,4451,203
30,317,706,346,15345,468
31,317,1313,301,28141,528
32,317,686,73,6215,77
33,317,2144,496,32966,930
34,317,1387,130,25634,196
35,317,906,310,25437,636
36,317,475,47,9289,73
37,317,1502,88,14065,292
38,317,1126,464,21523,1112
39,317,735,295,12474,326
40,317,703,172,11088,188
41,317,603,61,7939,103
42,317,1609,131,15740,273
43,317,747,158,7167,161
44,317,3724,241,30311,319
45,317,882,208,14057,321
46,317,277,130,5068,172
47,317,558,66,7496,74
48,317,270,45,2918,47
49,317,2865,86,17335,272
50,317,718,209,15655,305
51,317,635,158,13601,166
52,317,174,1,5360,10
53,317,738,95,8608,101
54,317,26,269,22514,565
55,317,485,98,5427,103
56,317,967,124,13536,161
57,317,1036,302,21365,913
58,317,752,97,8510,257
59,317,3377,1085,49341,1735
60,317,390,177,14295,201
61,317,450,79,12865,102
62,317,4036,338,25765,531
63,317,1283,172,12421,188
64,317,1645,675,20206,899
65,317,501,94,8450,106
66,317,864,154,14602,383
67,317,3040,233,19059,505
68,317,2288,49,15565,295
69,317,2186,361,38289,755
70,317,351,70,4965,85
71,317,1078,62,16604,159
72,317,775,67,11910,115
73,317,957,31,10494,34
74,317,955,43,12992,50
75,317,4670,357,60698,783
76,317,1280,372,35679,1342
77,317,1680,123,21225,263
78,317,2421,96,23229,173
79,317,729,159,11297,259
80,317,622,303,13728,349
81,317,671,228,9427,240
82,317,584,48,6921,52
83,317,5008,330,23660,408
84,317,1612,9,12391,19
85,317,1613,52,18366,136
86,317,1027,471,12984,994
87,317,855,172,9967,277
88,317,162,64,8481,68
89,317,535,204,8870,261
90,317,326,33,5373,35
91,317,1955,237,21062,461
92,317,3986,226,26768,426
93,317,2235,244,19618,421
94,317,1498,194,26659,260
95,317,1710,36,19376,439
970,317,0,0,0,0
971,317,107,2,1092,3
972,317,143,24,2104,31
973,317,96,2,1017,2
974,317,405,0,3763,0
976,317,94,0,642,1
977,317,1,0,4,0
978,317,0,0,0,0
0,318,0,0,0,0
1,318,632,65,9960,168
2,318,119,459,12674,750
3,318,853,130,13059,199
4,318,366,84,6349,107
5,318,362,124,4026,186
6,318,2326,390,38404,1116
7,318,668,35,7186,173
8,318,587,270,8093,460
9,318,250,124,5868,422
10,318,429,199,9226,312
11,318,405,126,8600,310
12,318,1328,42,11973,266
13,318,2479,93,46477,464
14,318,778,184,21067,580
15,318,326,81,6672,165
16,318,739,208,13189,467
17,318,1736,212,24048,533
18,318,492,51,9405,83
19,318,345,59,7794,314
21,318,1024,372,19836,1275
22,318,1855,127,18586,387
23,318,299,135,5919,271
24,318,929,143,9871,392
25,318,903,227,18233,423
26,318,969,61,11329,230
27,318,504,154,13035,637
28,318,893,89,10211,239
29,318,774,204,24315,447
2A,318,338,60,4912,163
2B,318,270,188,4721,391
30,318,620,490,15965,958
31,318,1268,354,29409,882
32,318,464,125,6679,202
33,318,1804,676,34770,1606
34,318,1254,192,26888,388
35,318,718,285,26155,921
36,318,571,98,9860,171
37,318,628,314,14693,606
38,318,940,403,22463,1515
39,318,565,410,13039,736
40,318,600,272,11688,460
41,318,258,12,8197,115
42,318,943,111,16683,384
43,318,719,59,7886,220
44,318,2365,511,32676,830
45,318,576,125,14633,446
46,318,233,82,5301,254
47,318,457,237,7953,311
48,318,175,84,3093,131
49,318,1581,90,18916,362
50,318,577,327,16232,632
51,318,468,193,14069,359
52,318,73,143,5433,153
53,318,423,237,9031,338
54,318,14,322,22528,887
55,318,157,55,5584,158
56,318,856,107,14392,268
57,318,980,362,22345,1275
58,318,835,7,9345,264
59,318,2500,1028,51841,2763
60,318,71,105,14366,306
61,318,475,236,13340,338
62,318,1996,355,27761,886
63,318,1056,149,13477,337
64,318,969,588,21175,1487
65,318,410,216,8860,322
66,318,812,121,15414,504
67,318,2020,150,21079,655
68,318,1498,105,17063,400
69,318,2089,283,40378,1038
70,318,318,96,5283,181
71,318,1011,139,17615,298
72,318,710,105,12620,220
73,318,675,50,11169,84
74,318,868,58,13860,108
75,318,3922,523,64620,1306
76,318,1149,468,36828,1810
77,318,1261,153,22486,416
78,318,1478,69,24707,242
79,318,491,79,11788,338
80,318,635,277,14363,626
81,318,298,190,9725,430
82,318,405,92,7326,144
83,318,2918,347,26578,755
84,318,1191,87,13582,106
85,318,848,42,19214,178
86,318,876,188,13860,1182
87,318,733,287,10700,564
88,318,523,167,9004,235
89,318,912,41,9782,302
90,318,291,166,5664,201
91,318,1703,50,22765,511
92,318,2677,290,29445,716
93,318,1586,236,21204,657
94,318,1368,153,28027,413
95,318,1242,217,20618,656
970,318,0,0,0,0
971,318,92,1,1184,4
972,318,143,57,2247,88
973,318,103,2,1120,4
974,318,420,2,4183,2
976,318,222,1,864,2
977,318,0,0,4,0
978,318,0,0,0,0
0,319,0,0,0,0
1,319,233,1,10193,169
2,319,4,14,12678,764
3,319,601,131,13660,330
4,319,65,0,6414,107
5,319,97,8,4123,194
6,319,660,46,39064,1162
7,319,212,3,7398,176
8,319,222,62,8315,522
9,319,143,55,6011,477
10,319,30,0,9256,312
11,319,122,0,8722,310
12,319,359,2,12332,268
13,319,1014,0,47491,464
14,319,269,12,21336,592
15,319,218,0,6890,165
16,319,36,0,13225,467
17,319,528,5,24576,538
18,319,432,165,9837,248
19,319,130,23,7924,337
21,319,466,44,20302,1319
22,319,287,0,18873,387
23,319,100,20,6019,291
24,319,279,0,10150,392
25,319,293,92,18526,515
26,319,605,5,11934,235
27,319,241,27,13276,664
28,319,248,53,10459,292
29,319,280,0,24595,447
2A,319,124,42,5036,205
2B,319,80,33,4801,424
30,319,471,247,16436,1205
31,319,442,186,29851,1068
32,319,259,15,6938,217
33,319,699,180,35469,1786
34,319,476,25,27364,413
35,319,139,17,26294,938
36,319,288,73,10148,244
37,319,201,63,14894,669
38,319,304,1,22767,1516
39,319,266,103,13305,839
40,319,234,65,11922,525
41,319,0,0,8197,115
42,319,253,114,16936,498
43,319,109,0,7995,220
44,319,626,216,33302,1046
45,319,38,39,14671,485
46,319,0,0,5301,254
47,319,301,37,8254,348
48,319,1,0,3094,131
49,319,298,47,19214,409
50,319,381,165,16613,797
51,319,126,4,14195,363
52,319,91,89,5524,242
53,319,128,103,9159,441
54,319,3,50,22531,937
55,319,92,53,5676,211
56,319,138,19,14530,287
57,319,440,165,22785,1440
58,319,281,0,9626,264
59,319,286,230,52127,2993
60,319,0,0,14366,306
61,319,212,3,13552,341
62,319,159,150,27920,1036
63,319,69,43,13546,380
64,319,466,61,21641,1548
65,319,183,71,9043,393
66,319,479,45,15893,549
67,319,1087,79,22166,734
68,319,163,0,17226,400
69,319,878,1,41256,1039
70,319,228,0,5511,181
71,319,603,0,18218,298
72,319,58,0,12678,220
73,319,345,0,11514,84
74,319,302,1,14162,109
75,319,1318,50,65938,1356
