id_dep;id_date;id_classe_age_vac;n_dose1;n_dose2;n_cum_dose1;n_cum_dose2
33;301;29;13;0;28;0
33;301;39;68;0;157;0
33;301;49;110;0;353;0
33;301;59;543;0;2371;0
33;301;64;207;0;941;0
33;301;69;89;0;431;0
33;301;74;80;0;280;0
33;301;79;41;0;114;0
33;301;80;260;0;492;0
34;301;24;7;0;14;0
34;301;29;28;0;62;0
34;301;39;84;0;225;0
34;301;49;175;0;426;0
34;301;59;340;0;1272;0
34;301;64;141;0;523;0
34;301;69;77;0;247;0
34;301;74;45;0;141;0
34;301;79;23;0;84;0
34;301;80;46;0;155;0
35;301;24;2;0;3;0
35;301;29;8;0;16;0
35;301;39;31;0;70;0
35;301;49;53;0;124;0
35;301;59;363;0;1309;0
35;301;64;102;0;448;0
35;301;69;54;0;185;0
35;301;74;40;0;113;0
35;301;79;24;0;61;0
35;301;80;174;0;326;0
36;301;24;0;0;1;0
36;301;29;1;0;3;0
36;301;39;7;0;16;0
36;301;49;16;0;45;0
36;301;59;79;0;332;0
36;301;64;27;0;130;0
36;301;69;8;0;68;0
36;301;74;17;0;54;0
36;301;79;12;0;36;0
36;301;80;113;0;239;0
37;301;24;2;0;4;0
37;301;29;2;0;4;0
37;301;39;19;0;36;0
37;301;49;39;0;74;0
37;301;59;222;0;596;0
37;301;64;92;0;265;0
37;301;69;38;0;142;0
37;301;74;35;0;105;0
37;301;79;12;0;74;0
37;301;80;196;0;531;0
38;301;24;12;0;38;0
38;301;29;21;0;69;0
38;301;39;114;0;300;0
38;301;49;168;0;421;0
38;301;59;409;0;1481;0
38;301;64;172;0;716;0
38;301;69;84;0;357;0
38;301;74;56;0;261;0
38;301;79;60;0;161;0
38;301;80;357;0;581;0
39;301;24;7;0;19;0
39;301;29;4;0;29;0
39;301;39;35;0;143;0
39;301;49;74;0;301;0
39;301;59;127;0;565;0
39;301;64;42;0;243;0
39;301;69;14;0;149;0
39;301;74;23;0;153;0
39;301;79;18;0;103;0
39;301;80;78;0;314;0
40;301;24;0;0;2;0
40;301;29;0;0;9;0
40;301;39;0;0;40;0
40;301;49;0;0;96;0
40;301;59;0;0;285;0
40;301;64;0;0;86;0
40;301;69;0;0;37;0
40;301;74;0;0;13;0
40;301;79;0;0;16;0
40;301;80;0;0;121;0
41;301;24;0;0;0;0
41;301;29;2;0;4;0
41;301;39;9;0;15;0
41;301;49;21;0;29;0
41;301;59;116;0;146;0
41;301;64;35;0;45;0
41;301;69;12;0;24;0
41;301;74;10;0;19;0
41;301;79;11;0;29;0
41;301;80;105;0;272;0
42;301;24;2;0;5;0
42;301;29;3;0;9;0
42;301;39;7;0;27;0
42;301;49;20;0;94;0
42;301;59;207;0;684;0
42;301;64;79;0;275;0
42;301;69;33;0;156;0
42;301;74;26;0;89;0
42;301;79;18;0;43;0
42;301;80;16;0;151;0
43;301;24;1;0;3;0
43;301;29;1;0;2;0
43;301;39;20;0;26;0
43;301;49;49;0;71;0
43;301;59;81;0;199;0
43;301;64;34;0;65;0
43;301;69;10;0;35;0
43;301;74;9;0;23;0
43;301;79;1;0;23;0
43;301;80;38;0;253;0
44;301;24;2;0;4;0
44;301;29;1;0;15;0
44;301;39;16;0;76;0
44;301;49;38;0;165;0
44;301;59;392;0;1635;0
44;301;64;156;0;673;0
44;301;69;84;0;308;0
44;301;74;74;0;199;0
44;301;79;37;0;103;0
44;301;80;103;0;183;0
45;301;24;0;0;0;0
45;301;29;3;0;10;0
45;301;39;15;0;31;0
45;301;49;28;0;69;0
45;301;59;229;0;530;0
45;301;64;100;0;249;0
45;301;69;39;0;105;0
45;301;74;32;0;74;0
45;301;79;33;0;57;0
45;301;80;199;0;385;0
46;301;24;0;0;1;0
46;301;29;0;0;1;0
46;301;39;2;0;9;0
46;301;49;6;0;17;0
46;301;59;59;0;153;0
46;301;64;21;0;56;0
46;301;69;13;0;33;0
46;301;74;14;0;26;0
46;301;79;5;0;25;0
46;301;80;5;0;236;0
47;301;24;0;0;1;0
47;301;29;1;0;3;0
47;301;39;12;0;23;0
47;301;49;14;0;50;0
47;301;59;130;0;404;0
47;301;64;51;0;171;0
47;301;69;19;0;69;0
47;301;74;10;0;36;0
47;301;79;6;0;14;0
47;301;80;81;0;244;0
48;301;24;0;0;0;0
48;301;29;0;0;2;0
48;301;39;1;0;6;0
48;301;49;3;0;18;0
48;301;59;11;0;35;0
48;301;64;0;0;13;0
48;301;69;1;0;13;0
48;301;74;1;0;12;0
48;301;79;1;0;13;0
48;301;80;1;0;61;0
49;301;24;0;0;1;0
49;301;29;2;0;14;0
49;301;39;5;0;41;0
49;301;49;26;0;108;0
49;301;59;225;0;791;0
49;301;64;76;0;317;0
49;301;69;47;0;159;0
49;301;74;26;0;102;0
49;301;79;24;0;92;0
49;301;80;186;0;514;0
50;301;24;0;0;4;0
50;301;29;6;0;23;0
50;301;39;23;0;79;0
50;301;49;51;0;197;0
50;301;59;252;0;810;0
50;301;64;87;0;331;0
50;301;69;20;0;116;0
50;301;74;18;0;73;0
50;301;79;13;0;48;0
50;301;80;125;0;426;0
51;301;24;4;0;6;0
51;301;29;8;0;11;0
51;301;39;26;0;49;0
51;301;49;62;0;102;0
51;301;59;364;0;931;0
51;301;64;129;0;328;0
51;301;69;59;0;139;0
51;301;74;61;0;105;0
51;301;79;84;0;123;0
51;301;80;699;0;1088;0
52;301;24;0;0;4;0
52;301;29;3;0;6;0
52;301;39;7;0;48;0
52;301;49;31;0;98;0
52;301;59;83;0;218;0
52;301;64;23;0;65;0
52;301;69;10;0;35;0
52;301;74;8;0;37;0
52;301;79;0;0;11;0
52;301;80;3;0;147;0
53;301;24;0;0;1;0
53;301;29;1;0;5;0
53;301;39;3;0;24;0
53;301;49;17;0;98;0
53;301;59;82;0;386;0
53;301;64;24;0;107;0
53;301;69;25;0;59;0
53;301;74;19;0;38;0
53;301;79;27;0;36;0
53;301;80;254;0;408;0
54;301;24;13;0;99;0
54;301;29;29;0;167;0
54;301;39;86;0;424;0
54;301;49;134;0;571;0
54;301;59;357;0;1969;0
54;301;64;119;0;663;0
54;301;69;52;0;297;0
54;301;74;36;0;164;0
54;301;79;90;0;172;0
54;301;80;196;0;338;0
55;301;24;0;0;0;0
55;301;29;0;0;4;0
55;301;39;1;0;7;0
55;301;49;9;0;21;0
55;301;59;45;0;133;0
55;301;64;6;0;50;0
55;301;69;6;0;37;0
55;301;74;8;0;42;0
55;301;79;9;0;32;0
55;301;80;35;0;219;0
56;301;24;0;0;1;0
56;301;29;2;0;6;0
56;301;39;25;0;37;0
56;301;49;47;0;75;0
56;301;59;227;0;448;0
56;301;64;89;0;186;0
56;301;69;45;0;90;0
56;301;74;41;0;59;0
56;301;79;32;0;51;0
56;301;80;244;0;364;0
57;301;24;2;0;10;0
57;301;29;2;0;8;0
57;301;39;22;0;86;0
57;301;49;44;0;150;0
57;301;59;284;0;1342;0
57;301;64;141;0;639;0
57;301;69;50;0;274;0
57;301;74;27;0;148;0
57;301;79;17;0;64;0
57;301;80;24;0;126;0
58;301;24;0;0;5;0
58;301;29;1;0;3;0
58;301;39;3;0;23;0
58;301;49;10;0;46;0
58;301;59;62;0;178;0
58;301;64;28;0;65;0
58;301;69;14;0;43;0
58;301;74;25;0;55;0
58;301;79;13;0;32;0
58;301;80;99;0;308;0
59;301;24;13;0;30;0
59;301;29;44;0;121;0
59;301;39;173;0;470;0
59;301;49;283;0;845;0
59;301;59;937;0;3439;0
59;301;64;331;0;1371;0
59;301;69;159;0;611;0
59;301;74;120;0;424;0
59;301;79;78;0;265;0
59;301;80;288;0;949;0
60;301;24;2;0;8;0
60;301;29;6;0;30;0
60;301;39;40;0;95;0
60;301;49;61;0;166;0
60;301;59;144;0;438;0
60;301;64;60;0;185;0
60;301;69;48;0;109;0
60;301;74;21;0;95;0
60;301;79;16;0;70;0
60;301;80;130;0;557;0
61;301;24;1;0;3;0
61;301;29;8;0;12;0
61;301;39;34;0;86;0
61;301;49;45;0;163;0
61;301;59;132;0;575;0
61;301;64;34;0;186;0
61;301;69;37;0;127;0
61;301;74;30;0;81;0
61;301;79;23;0;74;0
61;301;80;284;0;588;0
62;301;24;2;0;2;0
62;301;29;18;0;39;0
62;301;39;52;0;99;0
62;301;49;94;0;218;0
62;301;59;470;0;1127;0
62;301;64;183;0;509;0
62;301;69;93;0;299;0
62;301;74;48;0;168;0
62;301;79;24;0;109;0
62;301;80;122;0;522;0
63;301;24;1;0;6;0
63;301;29;2;0;5;0
63;301;39;15;0;35;0
63;301;49;26;0;63;0
63;301;59;220;0;600;0
63;301;64;79;0;243;0
63;301;69;56;0;137;0
63;301;74;41;0;100;0
63;301;79;25;0;64;0
63;301;80;143;0;427;0
64;301;24;0;0;3;0
64;301;29;1;0;11;0
64;301;39;16;0;61;0
64;301;49;30;0;168;0
64;301;59;297;0;1321;0
64;301;64;115;0;518;0
64;301;69;64;0;236;0
64;301;74;56;0;203;0
64;301;79;28;0;114;0
64;301;80;151;0;663;0
65;301;24;0;0;2;0
65;301;29;0;0;2;0
65;301;39;1;0;19;0
65;301;49;14;0;42;0
65;301;59;46;0;206;0
65;301;64;27;0;107;0
65;301;69;27;0;98;0
65;301;74;38;0;105;0
65;301;79;41;0;118;0
65;301;80;71;0;405;0
66;301;24;2;0;4;0
66;301;29;3;0;14;0
66;301;39;17;0;47;0
66;301;49;28;0;86;0
66;301;59;133;0;635;0
66;301;64;48;0;281;0
66;301;69;46;0;180;0
66;301;74;43;0;159;0
66;301;79;51;0;146;0
66;301;80;205;0;419;0
67;301;24;2;0;3;0
67;301;29;8;0;14;0
67;301;39;30;0;61;0
67;301;49;37;0;91;0
67;301;59;232;0;714;0
67;301;64;87;0;320;0
67;301;69;34;0;143;0
67;301;74;22;0;70;0
67;301;79;8;0;40;0
67;301;80;46;0;189;0
68;301;24;0;0;0;0
68;301;29;1;0;2;0
68;301;39;5;0;17;0
68;301;49;11;0;42;0
68;301;59;193;0;473;0
68;301;64;67;0;182;0
68;301;69;27;0;76;0
68;301;74;15;0;30;0
68;301;79;10;0;20;0
68;301;80;57;0;95;0
69;301;24;8;0;24;0
69;301;29;36;0;77;0
69;301;39;115;0;304;0
69;301;49;131;0;397;0
69;301;59;572;0;2297;0
69;301;64;230;0;827;0
69;301;69;89;0;305;0
69;301;74;39;0;134;0
69;301;79;26;0;94;0
69;301;80;78;0;327;0
70;301;24;0;0;0;0
70;301;29;0;0;5;0
70;301;39;4;0;12;0
70;301;49;12;0;33;0
70;301;59;35;0;82;0
70;301;64;19;0;37;0
70;301;69;9;0;28;0
70;301;74;7;0;24;0
70;301;79;2;0;23;0
70;301;80;51;0;207;0
71;301;24;5;0;6;0
71;301;29;8;0;11;0
71;301;39;22;0;41;0
71;301;49;34;0;67;0
71;301;59;176;0;455;0
71;301;64;66;0;169;0
71;301;69;49;0;116;0
71;301;74;26;0;72;0
71;301;79;21;0;45;0
71;301;80;430;0;510;0
72;301;24;0;0;0;0
72;301;29;3;0;7;0
72;301;39;14;0;25;0
72;301;49;56;0;115;0
72;301;59;220;0;620;0
72;301;64;74;0;212;0
72;301;69;44;0;101;0
72;301;74;56;0;87;0
72;301;79;28;0;56;0
72;301;80;113;0;285;0
73;301;24;0;0;1;0
73;301;29;0;0;0;0
73;301;39;10;0;15;0
73;301;49;20;0;30;0
73;301;59;136;0;249;0
73;301;64;58;0;100;0
73;301;69;15;0;31;0
73;301;74;13;0;19;0
73;301;79;3;0;3;0
73;301;80;47;0;49;0
74;301;24;0;0;0;0
74;301;29;1;0;1;0
74;301;39;12;0;41;0
74;301;49;46;0;117;0
74;301;59;181;0;652;0
74;301;64;67;0;301;0
74;301;69;32;0;149;0
74;301;74;19;0;84;0
74;301;79;4;0;43;0
74;301;80;30;0;55;0
75;301;24;23;0;64;0
75;301;29;73;0;213;0
75;301;39;298;0;800;0
75;301;49;356;0;1180;0
75;301;59;1057;0;4784;0
75;301;64;521;0;2699;0
75;301;69;294;0;1878;0
75;301;74;266;0;1666;0
75;301;79;135;0;854;0
75;301;80;220;0;1131;0
76;301;24;17;0;73;0
76;301;29;70;0;291;0
76;301;39;137;0;829;0
76;301;49;202;0;1116;0
76;301;59;420;0;2760;0
76;301;64;156;0;973;0
76;301;69;73;0;474;0
76;301;74;55;0;320;0
76;301;79;34;0;157;0
76;301;80;189;0;657;0
77;301;24;13;0;45;0
77;301;29;43;0;120;0
77;301;39;98;0;352;0
77;301;49;152;0;605;0
77;301;59;275;0;1324;0
77;301;64;140;0;524;0
77;301;69;57;0;234;0
77;301;74;40;0;146;0
77;301;79;20;0;99;0
77;301;80;39;0;254;0
78;301;24;2;0;4;0
78;301;29;2;0;11;0
78;301;39;27;0;92;0
78;301;49;76;0;226;0
78;301;59;330;0;1307;0
78;301;64;151;0;633;0
78;301;69;95;0;341;0
78;301;74;75;0;249;0
78;301;79;37;0;126;0
78;301;80;143;0;371;0
79;301;24;1;0;2;0
79;301;29;2;0;5;0
79;301;39;4;0;19;0
79;301;49;19;0;54;0
79;301;59;126;0;379;0
79;301;64;57;0;148;0
79;301;69;18;0;54;0
79;301;74;7;0;24;0
79;301;79;2;0;13;0
79;301;80;10;0;155;0
80;301;24;0;0;1;0
80;301;29;0;0;5;0
80;301;39;4;0;27;0
80;301;49;16;0;81;0
80;301;59;139;0;543;0
80;301;64;51;0;232;0
80;301;69;27;0;125;0
80;301;74;38;0;91;0
80;301;79;28;0;64;0
80;301;80;124;0;311;0
81;301;24;0;0;2;0
81;301;29;1;0;7;0
81;301;39;1;0;32;0
81;301;49;11;0;44;0
81;301;59;64;0;338;0
81;301;64;30;0;124;0
81;301;69;15;0;69;0
81;301;74;7;0;49;0
81;301;79;6;0;26;0
81;301;80;31;0;261;0
82;301;24;1;0;1;0
82;301;29;6;0;8;0
82;301;39;14;0;30;0
82;301;49;22;0;58;0
82;301;59;99;0;203;0
82;301;64;40;0;93;0
82;301;69;22;0;50;0
82;301;74;10;0;48;0
82;301;79;35;0;55;0
82;301;80;15;0;96;0
83;301;24;2;0;5;0
83;301;29;20;0;50;0
83;301;39;71;0;169;0
83;301;49;172;0;358;0
83;301;59;313;0;815;0
83;301;64;137;0;335;0
83;301;69;70;0;155;0
83;301;74;33;0;75;0
83;301;79;24;0;58;0
83;301;80;106;0;254;0
84;301;24;3;0;3;0
84;301;29;0;0;0;0
84;301;39;15;0;20;0
84;301;49;31;0;59;0
84;301;59;147;0;287;0
84;301;64;71;0;136;0
84;301;69;34;0;84;0
84;301;74;35;0;66;0
84;301;79;41;0;52;0
84;301;80;192;0;261;0
85;301;24;4;0;13;0
85;301;29;4;0;33;0
85;301;39;22;0;109;0
85;301;49;46;0;196;0
85;301;59;224;0;868;0
85;301;64;75;0;261;0
85;301;69;28;0;125;0
85;301;74;33;0;106;0
85;301;79;23;0;66;0
85;301;80;104;0;269;0
86;301;24;1;0;12;0
86;301;29;5;0;27;0
86;301;39;25;0;97;0
86;301;49;31;0;191;0
86;301;59;160;0;909;0
86;301;64;60;0;330;0
86;301;69;21;0;145;0
86;301;74;25;0;98;0
86;301;79;20;0;62;0
86;301;80;110;0;451;0
87;301;24;0;0;0;0
87;301;29;1;0;4;0
87;301;39;15;0;41;0
87;301;49;25;0;80;0
87;301;59;194;0;525;0
87;301;64;64;0;206;0
87;301;69;29;0;93;0
87;301;74;36;0;95;0
87;301;79;16;0;73;0
87;301;80;269;0;774;0
88;301;24;1;0;3;0
88;301;29;3;0;13;0
88;301;39;34;0;65;0
88;301;49;54;0;113;0
88;301;59;178;0;395;0
88;301;64;48;0;105;0
88;301;69;11;0;59;0
88;301;74;13;0;35;0
88;301;79;11;0;25;0
88;301;80;69;0;284;0
89;301;24;0;0;1;0
89;301;29;0;0;2;0
89;301;39;9;0;19;0
89;301;49;15;0;39;0
89;301;59;70;0;144;0
89;301;64;32;0;76;0
89;301;69;24;0;59;0
89;301;74;21;0;53;0
89;301;79;26;0;45;0
89;301;80;151;0;427;0
90;301;24;0;0;1;0
90;301;29;1;0;2;0
90;301;39;4;0;7;0
90;301;49;18;0;37;0
90;301;59;96;0;252;0
90;301;64;39;0;103;0
90;301;69;24;0;60;0
90;301;74;22;0;45;0
90;301;79;28;0;39;0
90;301;80;197;0;300;0
91;301;24;2;0;7;0
91;301;29;21;0;41;0
91;301;39;69;0;153;0
91;301;49;113;0;279;0
91;301;59;329;0;1012;0
91;301;64;142;0;461;0
91;301;69;66;0;222;0
91;301;74;33;0;149;0
91;301;79;11;0;75;0
91;301;80;37;0;248;0
92;301;24;5;0;9;0
92;301;29;25;0;61;0
92;301;39;84;0;222;0
92;301;49;132;0;390;0
92;301;59;398;0;1523;0
92;301;64;191;0;776;0
92;301;69;133;0;464;0
92;301;74;82;0;299;0
92;301;79;46;0;167;0
92;301;80;137;0;465;0
93;301;24;4;0;5;0
93;301;29;18;0;44;0
93;301;39;61;0;148;0
93;301;49;90;0;207;0
93;301;59;230;0;879;0
93;301;64;136;0;479;0
93;301;69;71;0;261;0
93;301;74;46;0;158;0
93;301;79;28;0;90;0
93;301;80;53;0;243;0
94;301;24;10;0;27;0
94;301;29;52;0;122;0
94;301;39;134;0;324;0
94;301;49;154;0;440;0
94;301;59;429;0;1642;0
94;301;64;242;0;843;0
94;301;69;106;0;386;0
94;301;74;62;0;238;0
94;301;79;44;0;133;0
94;301;80;86;0;409;0
95;301;24;8;0;9;0
95;301;29;27;0;45;0
95;301;39;52;0;114;0
95;301;49;99;0;232;0
95;301;59;303;0;951;0
95;301;64;123;0;524;0
95;301;69;69;0;298;0
95;301;74;39;0;177;0
95;301;79;22;0;113;0
95;301;80;86;0;388;0
970;301;24;0;0;0;0
970;301;29;0;0;0;0
970;301;39;0;0;0;0
970;301;49;0;0;0;0
970;301;59;0;0;0;0
970;301;64;0;0;0;0
970;301;69;0;0;0;0
970;301;74;0;0;0;0
970;301;79;0;0;0;0
970;301;80;0;0;0;0
971;301;24;0;0;0;0
971;301;29;0;0;0;0
971;301;39;1;0;1;0
971;301;49;0;0;1;0
971;301;59;8;0;8;0
971;301;64;8;0;10;0
971;301;69;2;0;2;0
971;301;74;1;0;1;0
971;301;79;0;0;0;0
971;301;80;0;0;0;0
972;301;24;0;0;1;0
972;301;29;1;0;1;0
972;301;39;3;0;8;0
972;301;49;6;0;17;0
972;301;59;22;0;93;0
972;301;64;12;0;59;0
972;301;69;9;0;27;0
972;301;74;11;0;39;0
972;301;79;3;0;14;0
972;301;80;11;0;71;0
973;301;24;0;0;0;0
973;301;29;0;0;0;0
973;301;39;0;0;0;0
973;301;49;0;0;0;0
973;301;59;0;0;0;0
973;301;64;0;0;0;0
973;301;69;0;0;0;0
973;301;74;0;0;0;0
973;301;79;0;0;0;0
973;301;80;0;0;0;0
974;301;24;0;0;0;0
974;301;29;0;0;0;0
974;301;39;0;0;0;0
974;301;49;0;0;0;0
974;301;59;0;0;2;0
974;301;64;0;0;0;0
974;301;69;0;0;1;0
974;301;74;0;0;0;0
974;301;79;0;0;1;0
974;301;80;0;0;0;0
976;301;24;0;0;0;0
976;301;29;0;0;0;0
976;301;39;0;0;0;0
976;301;49;0;0;2;0
976;301;59;0;0;4;0
976;301;64;0;0;3;0
976;301;69;0;0;0;0
976;301;74;0;0;0;0
976;301;79;0;0;0;0
976;301;80;0;0;0;0
977;301;24;0;0;0;0
977;301;29;0;0;0;0
977;301;39;0;0;0;0
977;301;49;0;0;0;0
977;301;59;0;0;0;0
977;301;64;0;0;0;0
977;301;69;0;0;0;0
977;301;74;0;0;0;0
977;301;79;0;0;0;0
977;301;80;0;0;0;0
978;301;24;0;0;0;0
978;301;29;0;0;0;0
978;301;39;0;0;0;0
978;301;49;0;0;0;0
978;301;59;0;0;0;0
978;301;64;0;0;0;0
978;301;69;0;0;0;0
978;301;74;0;0;0;0
978;301;79;0;0;0;0
978;301;80;0;0;0;0
0;301;0;0;0;0;0
1;301;0;285;0;653;0
2;301;0;355;0;1515;0
3;301;0;629;0;1384;0
4;301;0;419;0;704;0
5;301;0;103;0;455;0
6;301;0;2121;0;5289;0
7;301;0;296;0;666;0
8;301;0;156;0;860;0
9;301;0;302;0;1079;0
10;301;0;190;0;641;0
11;301;0;543;0;1150;0
12;301;0;321;0;701;0
13;301;0;804;0;1831;0
14;301;0;924;0;3095;0
15;301;0;91;0;358;0
16;301;0;434;0;1522;0
17;301;0;734;0;2301;0
18;301;0;373;0;1010;0
19;301;0;412;0;1040;0
21;301;0;650;0;2977;0
22;301;0;623;0;1275;0
23;301;0;227;0;680;0
24;301;0;281;0;1243;0
25;301;0;673;0;1924;0
26;301;0;175;0;692;0
27;301;0;408;0;1950;0
28;301;0;264;0;872;0
29;301;0;1120;0;2414;0
2A;301;0;82;0;471;0
2B;301;0;124;0;690;0
30;301;0;793;0;2570;0
31;301;0;1161;0;3764;0
32;301;0;94;0;329;0
33;301;0;1413;0;5177;0
34;301;0;966;0;3150;0
35;301;0;851;0;2655;0
36;301;0;280;0;924;0
37;301;0;657;0;1831;0
38;301;0;1453;0;4386;0
39;301;0;422;0;2020;0
40;301;0;0;0;705;0
41;301;0;321;0;583;0
42;301;0;411;0;1533;0
43;301;0;244;0;700;0
44;301;0;903;0;3362;0
45;301;0;678;0;1510;0
46;301;0;125;0;557;0
47;301;0;324;0;1015;0
48;301;0;19;0;173;0
49;301;0;617;0;2140;0
50;301;0;595;0;2107;0
51;301;0;1496;0;2884;0
52;301;0;168;0;669;0
53;301;0;452;0;1162;0
54;301;0;1112;0;4864;0
55;301;0;119;0;545;0
56;301;0;752;0;1317;0
57;301;0;613;0;2848;0
58;301;0;255;0;758;0
59;301;0;2426;0;8527;0
60;301;0;528;0;1753;0
61;301;0;628;0;1895;0
62;301;0;1106;0;3092;0
63;301;0;608;0;1680;0
64;301;0;758;0;3298;0
65;301;0;265;0;1104;0
66;301;0;576;0;1971;0
67;301;0;506;0;1645;0
68;301;0;386;0;937;0
69;301;0;1325;0;4787;0
70;301;0;139;0;451;0
71;301;0;837;0;1492;0
72;301;0;608;0;1508;0
73;301;0;302;0;497;0
74;301;0;392;0;1443;0
75;301;0;3243;0;15270;0
76;301;0;1353;0;7652;0
77;301;0;877;0;3704;0
78;301;0;938;0;3361;0
79;301;0;246;0;853;0
80;301;0;427;0;1480;0
81;301;0;166;0;952;0
82;301;0;264;0;642;0
83;301;0;948;0;2274;0
84;301;0;569;0;968;0
85;301;0;563;0;2046;0
86;301;0;458;0;2323;0
87;301;0;649;0;1891;0
88;301;0;422;0;1097;0
89;301;0;348;0;865;0
90;301;0;429;0;846;0
91;301;0;823;0;2648;0
92;301;0;1233;0;4377;0
93;301;0;738;0;2516;0
94;301;0;1319;0;4564;0
95;301;0;828;0;2851;0
970;301;0;0;0;0;0
971;301;0;20;0;23;0
972;301;0;78;0;330;0
973;301;0;0;0;0;0
974;301;0;0;0;4;0
976;301;0;0;0;9;0
977;301;0;0;0;0;0
978;301;0;0;0;0;0
0;302;24;0;0;0;0
0;302;29;0;0;0;0
0;302;39;0;0;0;0
0;302;49;0;0;0;0
0;302;59;0;0;0;0
0;302;64;0;0;0;0
0;302;69;0;0;0;0
0;302;74;0;0;0;0
0;302;79;0;0;0;0
0;302;80;0;0;0;0
1;302;24;0;0;0;0
1;302;29;2;0;8;0
1;302;39;17;0;41;0
1;302;49;31;0;87;0
1;302;59;138;0;342;0
1;302;64;48;0;116;0
1;302;69;30;0;66;0
1;302;74;24;0;58;0
1;302;79;34;0;62;0
1;302;80;104;0;301;0
2;302;24;3;0;6;0
2;302;29;15;0;25;0
2;302;39;41;0;84;0
2;302;49;72;0;193;0
2;302;59;176;0;709;0
2;302;64;55;0;286;0
2;302;69;26;0;155;0
2;302;74;23;0;119;0
2;302;79;20;0;74;0
2;302;80;34;0;329;0
3;302;24;1;0;8;0
3;302;29;8;0;17;0
3;302;39;46;0;110;0
3;302;49;83;0;210;0
3;302;59;242;0;693;0
3;302;64;103;0;317;0
3;302;69;43;0;164;0
3;302;74;44;0;116;0
3;302;79;32;0;99;0
3;302;80;67;0;319;0
4;302;24;0;0;1;0
4;302;29;2;0;6;0
4;302;39;7;0;22;0
4;302;49;16;0;56;0
4;302;59;70;0;206;0
4;302;64;25;0;90;0
4;302;69;10;0;59;0
4;302;74;12;0;48;0
4;302;79;8;0;56;0
4;302;80;95;0;405;0
5;302;24;0;0;1;0
5;302;29;0;0;4;0
5;302;39;4;0;11;0
5;302;49;5;0;18;0
5;302;59;76;0;171;0
5;302;64;23;0;75;0
5;302;69;10;0;29;0
5;302;74;3;0;15;0
5;302;79;1;0;25;0
5;302;80;16;0;244;0
6;302;24;3;0;13;0
6;302;29;20;0;64;0
6;302;39;66;0;239;0
6;302;49;133;0;463;0
6;302;59;396;0;1801;0
6;302;64;191;0;948;0
6;302;69;131;0;649;0
6;302;74;122;0;539;0
6;302;79;148;0;403;0
6;302;80;355;0;1733;0
7;302;24;0;0;1;0
7;302;29;1;0;3;0
7;302;39;6;0;15;0
7;302;49;17;0;39;0
7;302;59;114;0;260;0
7;302;64;33;0;122;0
7;302;69;10;0;55;0
7;302;74;8;0;38;0
7;302;79;12;0;47;0
7;302;80;94;0;381;0
8;302;24;0;0;4;0
8;302;29;2;0;15;0
8;302;39;8;0;53;0
8;302;49;26;0;102;0
8;302;59;125;0;441;0
8;302;64;44;0;152;0
8;302;69;34;0;91;0
8;302;74;31;0;65;0
8;302;79;21;0;45;0
8;302;80;182;0;365;0
9;302;24;0;0;4;0
9;302;29;2;0;17;0
9;302;39;13;0;74;0
9;302;49;16;0;165;0
9;302;59;71;0;351;0
9;302;64;19;0;114;0
9;302;69;11;0;61;0
9;302;74;10;0;57;0
9;302;79;9;0;53;0
9;302;80;45;0;379;0
10;302;24;1;0;5;0
10;302;29;3;0;8;0
10;302;39;8;0;36;0
10;302;49;19;0;68;0
10;302;59;180;0;350;0
10;302;64;49;0;141;0
10;302;69;18;0;62;0
10;302;74;7;0;48;0
10;302;79;5;0;22;0
10;302;80;23;0;214;0
11;302;24;3;0;7;0
11;302;29;2;0;18;0
11;302;39;14;0;54;0
11;302;49;20;0;104;0
11;302;59;93;0;412;0
11;302;64;57;0;184;0
11;302;69;29;0;112;0
11;302;74;20;0;98;0
11;302;79;28;0;67;0
11;302;80;143;0;503;0
12;302;24;0;0;0;0
12;302;29;1;0;1;0
12;302;39;4;0;19;0
12;302;49;14;0;30;0
12;302;59;72;0;188;0
12;302;64;43;0;100;0
12;302;69;20;0;54;0
12;302;74;9;0;52;0
12;302;79;11;0;48;0
12;302;80;92;0;475;0
13;302;24;3;0;8;0
13;302;29;31;0;51;0
13;302;39;72;0;151;0
13;302;49;115;0;248;0
13;302;59;400;0;1181;0
13;302;64;212;0;606;0
13;302;69;110;0;289;0
13;302;74;50;0;114;0
13;302;79;29;0;82;0
13;302;80;55;0;178;0
14;302;24;3;0;7;0
14;302;29;7;0;29;0
14;302;39;36;0;140;0
14;302;49;69;0;280;0
14;302;59;352;0;1542;0
14;302;64;138;0;630;0
14;302;69;59;0;323;0
14;302;74;43;0;234;0
14;302;79;28;0;154;0
14;302;80;109;0;599;0
15;302;24;0;0;0;0
15;302;29;1;0;1;0
15;302;39;5;0;5;0
15;302;49;13;0;19;0
15;302;59;104;0;223;0
15;302;64;32;0;74;0
15;302;69;8;0;37;0
15;302;74;12;0;35;0
15;302;79;10;0;31;0
15;302;80;45;0;163;0
16;302;24;0;0;4;0
16;302;29;0;0;19;0
16;302;39;10;0;73;0
16;302;49;20;0;126;0
16;302;59;122;0;549;0
16;302;64;64;0;239;0
16;302;69;30;0;134;0
16;302;74;23;0;100;0
16;302;79;27;0;80;0
16;302;80;182;0;676;0
17;302;24;4;0;6;0
17;302;29;7;0;27;0
17;302;39;26;0;98;0
17;302;49;66;0;249;0
