id_dep,id_date,id_genre,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
18,294,1,0,0,0,0
18,294,2,0,0,3,0
19,294,1,0,0,0,0
19,294,2,0,0,0,0
21,294,1,107,0,132,0
21,294,2,142,0,182,0
22,294,1,28,0,31,0
22,294,2,33,0,36,0
23,294,1,2,0,4,0
23,294,2,1,0,1,0
24,294,1,0,0,2,0
24,294,2,0,0,1,0
25,294,1,1,0,1,0
25,294,2,0,0,0,0
26,294,1,0,0,0,0
26,294,2,0,0,0,0
27,294,1,3,0,4,0
27,294,2,12,0,13,0
28,294,1,4,0,5,0
28,294,2,1,0,1,0
29,294,1,9,0,15,0
29,294,2,22,0,46,0
2A,294,1,0,0,0,0
2A,294,2,0,0,0,0
2B,294,1,0,0,0,0
2B,294,2,0,0,2,0
30,294,1,0,0,0,0
30,294,2,3,0,3,0
31,294,1,13,0,16,0
31,294,2,34,0,36,0
32,294,1,0,0,0,0
32,294,2,1,0,3,0
33,294,1,0,0,1,0
33,294,2,0,0,0,0
34,294,1,57,0,67,0
34,294,2,49,0,61,0
35,294,1,51,0,54,0
35,294,2,56,0,63,0
36,294,1,0,0,0,0
36,294,2,0,0,0,0
37,294,1,22,0,32,0
37,294,2,25,0,62,0
38,294,1,107,0,179,0
38,294,2,146,0,241,0
39,294,1,0,0,1,0
39,294,2,1,0,3,0
40,294,1,0,0,0,0
40,294,2,0,0,0,0
41,294,1,11,0,11,0
41,294,2,24,0,24,0
42,294,1,0,0,0,0
42,294,2,1,0,1,0
43,294,1,0,0,0,0
43,294,2,0,0,1,0
44,294,1,0,0,1,0
44,294,2,0,0,0,0
45,294,1,20,0,20,0
45,294,2,56,0,56,0
46,294,1,0,0,0,0
46,294,2,0,0,0,0
47,294,1,0,0,0,0
47,294,2,0,0,0,0
48,294,1,0,0,0,0
48,294,2,0,0,0,0
49,294,1,46,0,53,0
49,294,2,46,0,50,0
50,294,1,0,0,0,0
50,294,2,0,0,1,0
51,294,1,0,0,0,0
51,294,2,1,0,2,0
52,294,1,0,0,0,0
52,294,2,0,0,0,0
53,294,1,0,0,0,0
53,294,2,0,0,0,0
54,294,1,165,0,227,0
54,294,2,226,0,335,0
55,294,1,0,0,0,0
55,294,2,0,0,0,0
56,294,1,0,0,1,0
56,294,2,1,0,2,0
57,294,1,68,0,76,0
57,294,2,130,0,139,0
58,294,1,0,0,0,0
58,294,2,0,0,1,0
59,294,1,96,0,134,0
59,294,2,120,0,186,0
60,294,1,15,0,15,0
60,294,2,19,0,22,0
61,294,1,2,0,2,0
61,294,2,1,0,1,0
62,294,1,8,0,8,0
62,294,2,39,0,42,0
63,294,1,0,0,0,0
63,294,2,0,0,0,0
64,294,1,9,0,25,0
64,294,2,12,0,25,0
65,294,1,0,0,0,0
65,294,2,0,0,0,0
66,294,1,61,0,78,0
66,294,2,74,0,88,0
67,294,1,58,0,72,0
67,294,2,107,0,135,0
68,294,1,3,0,4,0
68,294,2,8,0,8,0
69,294,1,80,0,85,0
69,294,2,117,0,145,0
70,294,1,0,0,0,0
70,294,2,0,0,0,0
71,294,1,7,0,7,0
71,294,2,3,0,3,0
72,294,1,7,0,7,0
72,294,2,7,0,7,0
73,294,1,0,0,0,0
73,294,2,0,0,1,0
74,294,1,0,0,0,0
74,294,2,0,0,0,0
75,294,1,411,0,641,0
75,294,2,387,0,591,0
76,294,1,57,0,68,0
76,294,2,81,0,86,0
77,294,1,73,0,76,0
77,294,2,123,0,125,0
78,294,1,73,0,123,0
78,294,2,102,0,209,0
79,294,1,0,0,0,0
79,294,2,0,0,0,0
80,294,1,0,0,4,0
80,294,2,0,0,8,0
81,294,1,0,0,1,0
81,294,2,0,0,0,0
82,294,1,33,0,33,0
82,294,2,52,0,52,0
83,294,1,2,0,2,0
83,294,2,0,0,0,0
84,294,1,0,0,0,0
84,294,2,0,0,0,0
85,294,1,26,0,41,0
85,294,2,36,0,46,0
86,294,1,0,0,0,0
86,294,2,0,0,0,0
87,294,1,1,0,3,0
87,294,2,0,0,0,0
88,294,1,0,0,0,0
88,294,2,1,0,1,0
89,294,1,0,0,0,0
89,294,2,0,0,0,0
90,294,1,0,0,0,0
90,294,2,0,0,1,0
91,294,1,34,0,35,0
91,294,2,37,0,37,0
92,294,1,83,0,139,0
92,294,2,121,0,201,0
93,294,1,32,0,57,0
93,294,2,21,0,49,0
94,294,1,85,0,98,0
94,294,2,140,0,166,0
95,294,1,102,0,119,0
95,294,2,181,0,225,0
970,294,1,0,0,0,0
970,294,2,0,0,0,0
971,294,1,0,0,0,0
971,294,2,0,0,0,0
972,294,1,0,0,0,0
972,294,2,0,0,0,0
973,294,1,0,0,0,0
973,294,2,0,0,0,0
974,294,1,1,0,2,0
974,294,2,1,0,1,0
976,294,1,0,0,0,0
976,294,2,0,0,0,0
977,294,1,0,0,0,0
977,294,2,0,0,0,0
978,294,1,0,0,0,0
978,294,2,0,0,0,0
0,294,0,0,0,0,0
1,294,0,0,0,0,0
2,294,0,0,0,0,0
3,294,0,0,0,0,0
4,294,0,4,0,4,0
5,294,0,0,0,6,0
6,294,0,159,0,319,0
7,294,0,0,0,7,0
8,294,0,1,0,24,0
9,294,0,0,0,2,0
10,294,0,1,0,1,0
11,294,0,94,0,96,0
12,294,0,0,0,1,0
13,294,0,75,0,77,0
14,294,0,13,0,14,0
15,294,0,0,0,0,0
16,294,0,1,0,2,0
17,294,0,98,0,155,0
18,294,0,0,0,3,0
19,294,0,0,0,0,0
21,294,0,249,0,314,0
22,294,0,61,0,67,0
23,294,0,3,0,5,0
24,294,0,0,0,3,0
25,294,0,1,0,1,0
26,294,0,0,0,0,0
27,294,0,15,0,17,0
28,294,0,5,0,6,0
29,294,0,31,0,61,0
2A,294,0,0,0,0,0
2B,294,0,0,0,2,0
30,294,0,3,0,3,0
31,294,0,47,0,52,0
32,294,0,1,0,3,0
33,294,0,0,0,1,0
34,294,0,106,0,128,0
35,294,0,107,0,117,0
36,294,0,0,0,0,0
37,294,0,47,0,94,0
38,294,0,254,0,421,0
39,294,0,1,0,4,0
40,294,0,0,0,0,0
41,294,0,35,0,35,0
42,294,0,1,0,1,0
43,294,0,0,0,1,0
44,294,0,0,0,1,0
45,294,0,76,0,76,0
46,294,0,0,0,0,0
47,294,0,0,0,0,0
48,294,0,0,0,0,0
49,294,0,92,0,103,0
50,294,0,0,0,1,0
51,294,0,1,0,2,0
52,294,0,0,0,0,0
53,294,0,0,0,0,0
54,294,0,391,0,562,0
55,294,0,0,0,0,0
56,294,0,1,0,3,0
57,294,0,198,0,215,0
58,294,0,0,0,1,0
59,294,0,216,0,320,0
60,294,0,34,0,37,0
61,294,0,3,0,3,0
62,294,0,47,0,50,0
63,294,0,0,0,0,0
64,294,0,21,0,50,0
65,294,0,0,0,0,0
66,294,0,135,0,166,0
67,294,0,165,0,207,0
68,294,0,11,0,12,0
69,294,0,197,0,230,0
70,294,0,0,0,0,0
71,294,0,10,0,10,0
72,294,0,14,0,14,0
73,294,0,0,0,1,0
74,294,0,0,0,0,0
75,294,0,798,0,1232,0
76,294,0,138,0,154,0
77,294,0,197,0,202,0
78,294,0,175,0,332,0
79,294,0,0,0,0,0
80,294,0,0,0,12,0
81,294,0,0,0,1,0
82,294,0,85,0,85,0
83,294,0,2,0,2,0
84,294,0,0,0,0,0
85,294,0,62,0,87,0
86,294,0,0,0,0,0
87,294,0,1,0,3,0
88,294,0,1,0,1,0
89,294,0,0,0,0,0
90,294,0,0,0,1,0
91,294,0,71,0,72,0
92,294,0,204,0,340,0
93,294,0,53,0,106,0
94,294,0,225,0,265,0
95,294,0,283,0,344,0
970,294,0,0,0,0,0
971,294,0,0,0,0,0
972,294,0,0,0,0,0
973,294,0,0,0,0,0
974,294,0,2,0,3,0
976,294,0,0,0,0,0
977,294,0,0,0,0,0
978,294,0,0,0,0,0
0,295,1,0,0,0,0
0,295,2,0,0,0,0
1,295,1,0,0,0,0
1,295,2,1,0,1,0
2,295,1,10,0,10,0
2,295,2,12,0,12,0
3,295,1,3,0,3,0
3,295,2,7,0,7,0
4,295,1,0,0,2,0
4,295,2,0,0,2,0
5,295,1,6,0,9,0
5,295,2,14,0,17,0
6,295,1,82,0,215,0
6,295,2,116,0,302,0
7,295,1,9,0,13,0
7,295,2,22,0,25,0
8,295,1,0,0,9,0
8,295,2,0,0,15,0
9,295,1,1,0,1,0
9,295,2,2,0,4,0
10,295,1,0,0,0,0
10,295,2,0,0,1,0
11,295,1,12,0,53,0
11,295,2,12,0,67,0
12,295,1,9,0,10,0
12,295,2,4,0,4,0
13,295,1,53,0,86,0
13,295,2,62,0,106,0
14,295,1,154,0,160,0
14,295,2,193,0,201,0
15,295,1,0,0,0,0
15,295,2,0,0,0,0
16,295,1,23,0,23,0
16,295,2,65,0,67,0
17,295,1,51,0,121,0
17,295,2,81,0,165,0
18,295,1,1,0,1,0
18,295,2,0,0,3,0
19,295,1,0,0,0,0
19,295,2,0,0,0,0
21,295,1,115,0,247,0
21,295,2,185,0,367,0
22,295,1,37,0,68,0
22,295,2,75,0,111,0
23,295,1,4,0,8,0
23,295,2,6,0,7,0
24,295,1,0,0,2,0
24,295,2,0,0,1,0
25,295,1,29,0,30,0
25,295,2,46,0,46,0
26,295,1,0,0,0,0
26,295,2,0,0,0,0
27,295,1,69,0,73,0
27,295,2,92,0,105,0
28,295,1,20,0,25,0
28,295,2,64,0,65,0
29,295,1,12,0,27,0
29,295,2,31,0,77,0
2A,295,1,3,0,3,0
2A,295,2,2,0,2,0
2B,295,1,23,0,23,0
2B,295,2,25,0,27,0
30,295,1,67,0,67,0
30,295,2,59,0,62,0
31,295,1,95,0,111,0
31,295,2,114,0,150,0
32,295,1,2,0,2,0
32,295,2,0,0,3,0
33,295,1,71,0,72,0
33,295,2,61,0,61,0
34,295,1,91,0,158,0
34,295,2,102,0,163,0
35,295,1,78,0,132,0
35,295,2,94,0,157,0
36,295,1,15,0,15,0
36,295,2,7,0,7,0
37,295,1,32,0,64,0
37,295,2,47,0,109,0
38,295,1,165,0,344,0
38,295,2,200,0,441,0
39,295,1,10,0,11,0
39,295,2,42,0,45,0
40,295,1,1,0,1,0
40,295,2,0,0,0,0
41,295,1,19,0,30,0
41,295,2,53,0,77,0
42,295,1,73,0,73,0
42,295,2,105,0,106,0
43,295,1,0,0,0,0
43,295,2,0,0,1,0
44,295,1,8,0,9,0
44,295,2,12,0,12,0
45,295,1,39,0,59,0
45,295,2,30,0,86,0
46,295,1,2,0,2,0
46,295,2,1,0,1,0
47,295,1,0,0,0,0
47,295,2,0,0,0,0
48,295,1,0,0,0,0
48,295,2,0,0,0,0
49,295,1,86,0,139,0
49,295,2,142,0,192,0
50,295,1,61,0,61,0
50,295,2,65,0,66,0
51,295,1,2,0,2,0
51,295,2,4,0,6,0
52,295,1,0,0,0,0
52,295,2,2,0,2,0
53,295,1,0,0,0,0
53,295,2,0,0,0,0
54,295,1,237,0,464,0
54,295,2,409,0,744,0
55,295,1,0,0,0,0
55,295,2,0,0,0,0
56,295,1,1,0,2,0
56,295,2,0,0,2,0
57,295,1,72,0,148,0
57,295,2,148,0,287,0
58,295,1,56,0,56,0
58,295,2,88,0,89,0
59,295,1,198,0,332,0
59,295,2,226,0,412,0
60,295,1,57,0,72,0
60,295,2,129,0,151,0
61,295,1,38,0,40,0
61,295,2,38,0,39,0
62,295,1,49,0,57,0
62,295,2,74,0,116,0
63,295,1,3,0,3,0
63,295,2,1,0,1,0
64,295,1,63,0,88,0
64,295,2,122,0,147,0
65,295,1,1,0,1,0
65,295,2,1,0,1,0
66,295,1,84,0,162,0
66,295,2,111,0,199,0
67,295,1,48,0,120,0
67,295,2,73,0,208,0
68,295,1,91,0,95,0
68,295,2,153,0,161,0
69,295,1,172,0,257,0
69,295,2,323,0,468,0
70,295,1,2,0,2,0
70,295,2,21,0,21,0
71,295,1,24,0,31,0
71,295,2,47,0,50,0
72,295,1,14,0,21,0
72,295,2,13,0,20,0
73,295,1,0,0,0,0
73,295,2,0,0,1,0
74,295,1,21,0,21,0
74,295,2,22,0,22,0
75,295,1,598,0,1239,0
75,295,2,673,0,1264,0
76,295,1,273,0,341,0
76,295,2,406,0,492,0
77,295,1,101,0,177,0
77,295,2,113,0,238,0
78,295,1,71,0,194,0
78,295,2,133,0,342,0
79,295,1,0,0,0,0
79,295,2,0,0,0,0
80,295,1,23,0,27,0
80,295,2,7,0,15,0
81,295,1,1,0,2,0
81,295,2,3,0,3,0
82,295,1,1,0,34,0
82,295,2,0,0,52,0
83,295,1,28,0,30,0
83,295,2,41,0,41,0
84,295,1,0,0,0,0
84,295,2,0,0,0,0
85,295,1,45,0,86,0
85,295,2,61,0,107,0
86,295,1,75,0,75,0
86,295,2,102,0,102,0
87,295,1,6,0,9,0
87,295,2,4,0,4,0
88,295,1,0,0,0,0
88,295,2,1,0,2,0
89,295,1,20,0,20,0
89,295,2,28,0,28,0
90,295,1,0,0,0,0
90,295,2,0,0,1,0
91,295,1,84,0,119,0
91,295,2,99,0,136,0
92,295,1,171,0,310,0
92,295,2,222,0,423,0
93,295,1,95,0,152,0
93,295,2,79,0,128,0
94,295,1,166,0,264,0
94,295,2,152,0,318,0
95,295,1,74,0,193,0
95,295,2,103,0,328,0
970,295,1,0,0,0,0
970,295,2,0,0,0,0
971,295,1,0,0,0,0
971,295,2,0,0,0,0
972,295,1,2,0,2,0
972,295,2,3,0,3,0
973,295,1,0,0,0,0
973,295,2,0,0,0,0
974,295,1,0,0,2,0
974,295,2,0,0,1,0
976,295,1,0,0,0,0
976,295,2,0,0,0,0
977,295,1,0,0,0,0
977,295,2,0,0,0,0
978,295,1,0,0,0,0
978,295,2,0,0,0,0
0,295,0,0,0,0,0
1,295,0,1,0,1,0
2,295,0,22,0,22,0
3,295,0,10,0,10,0
4,295,0,0,0,4,0
5,295,0,20,0,26,0
6,295,0,199,0,518,0
7,295,0,31,0,38,0
8,295,0,0,0,24,0
9,295,0,3,0,5,0
10,295,0,0,0,1,0
11,295,0,24,0,120,0
12,295,0,13,0,14,0
13,295,0,115,0,192,0
14,295,0,347,0,361,0
15,295,0,0,0,0,0
16,295,0,88,0,90,0
17,295,0,132,0,287,0
18,295,0,1,0,4,0
19,295,0,0,0,0,0
21,295,0,300,0,614,0
22,295,0,112,0,179,0
23,295,0,10,0,15,0
24,295,0,0,0,3,0
25,295,0,75,0,76,0
26,295,0,0,0,0,0
27,295,0,161,0,178,0
28,295,0,84,0,90,0
29,295,0,43,0,104,0
2A,295,0,5,0,5,0
2B,295,0,48,0,50,0
30,295,0,127,0,130,0
31,295,0,209,0,261,0
32,295,0,2,0,5,0
33,295,0,132,0,133,0
34,295,0,193,0,321,0
35,295,0,172,0,289,0
36,295,0,22,0,22,0
37,295,0,79,0,173,0
38,295,0,365,0,786,0
39,295,0,52,0,56,0
40,295,0,1,0,1,0
41,295,0,72,0,107,0
42,295,0,178,0,179,0
43,295,0,0,0,1,0
44,295,0,20,0,21,0
45,295,0,69,0,145,0
46,295,0,3,0,3,0
47,295,0,0,0,0,0
48,295,0,0,0,0,0
49,295,0,228,0,331,0
50,295,0,126,0,127,0
51,295,0,6,0,8,0
52,295,0,2,0,2,0
53,295,0,0,0,0,0
54,295,0,647,0,1209,0
55,295,0,0,0,0,0
56,295,0,1,0,4,0
57,295,0,220,0,435,0
58,295,0,144,0,145,0
59,295,0,424,0,744,0
60,295,0,186,0,223,0
61,295,0,76,0,79,0
62,295,0,123,0,173,0
63,295,0,4,0,4,0
64,295,0,185,0,235,0
65,295,0,2,0,2,0
66,295,0,196,0,362,0
67,295,0,121,0,328,0
68,295,0,244,0,256,0
69,295,0,495,0,725,0
70,295,0,23,0,23,0
71,295,0,71,0,81,0
72,295,0,27,0,41,0
73,295,0,0,0,1,0
74,295,0,43,0,43,0
75,295,0,1271,0,2503,0
76,295,0,679,0,833,0
77,295,0,216,0,418,0
78,295,0,204,0,536,0
79,295,0,0,0,0,0
80,295,0,30,0,42,0
81,295,0,4,0,5,0
82,295,0,1,0,86,0
83,295,0,69,0,71,0
84,295,0,0,0,0,0
85,295,0,106,0,193,0
86,295,0,177,0,177,0
87,295,0,10,0,13,0
88,295,0,1,0,2,0
89,295,0,48,0,48,0
90,295,0,0,0,1,0
91,295,0,183,0,255,0
92,295,0,394,0,734,0
93,295,0,175,0,281,0
94,295,0,318,0,583,0
95,295,0,177,0,521,0
970,295,0,0,0,0,0
971,295,0,0,0,0,0
972,295,0,5,0,5,0
973,295,0,0,0,0,0
974,295,0,0,0,3,0
976,295,0,0,0,0,0
977,295,0,0,0,0,0
978,295,0,0,0,0,0
0,296,1,0,0,0,0
0,296,2,0,0,0,0
1,296,1,18,0,18,0
1,296,2,48,0,49,0
2,296,1,101,0,111,0
2,296,2,159,0,171,0
3,296,1,32,0,35,0
3,296,2,28,0,35,0
4,296,1,25,0,27,0
4,296,2,36,0,38,0
5,296,1,44,0,53,0
5,296,2,84,0,101,0
6,296,1,190,0,405,0
6,296,2,293,0,595,0
7,296,1,48,0,61,0
7,296,2,78,0,103,0
8,296,1,54,0,63,0
8,296,2,132,0,147,0
9,296,1,56,0,57,0
9,296,2,195,0,199,0
10,296,1,31,0,31,0
10,296,2,49,0,50,0
11,296,1,43,0,96,0
11,296,2,66,0,133,0
12,296,1,61,0,71,0
12,296,2,141,0,145,0
13,296,1,68,0,154,0
13,296,2,103,0,209,0
14,296,1,145,0,305,0
14,296,2,248,0,449,0
15,296,1,24,0,24,0
15,296,2,47,0,47,0
16,296,1,99,0,122,0
16,296,2,139,0,206,0
17,296,1,200,0,321,0
17,296,2,283,0,448,0
18,296,1,9,0,10,0
18,296,2,21,0,24,0
19,296,1,116,0,116,0
19,296,2,226,0,226,0
21,296,1,174,0,421,0
21,296,2,213,0,580,0
22,296,1,27,0,95,0
22,296,2,39,0,150,0
23,296,1,54,0,62,0
23,296,2,62,0,69,0
24,296,1,62,0,64,0
24,296,2,128,0,129,0
25,296,1,93,0,123,0
25,296,2,141,0,187,0
26,296,1,29,0,29,0
26,296,2,96,0,96,0
27,296,1,119,0,192,0
27,296,2,250,0,355,0
28,296,1,26,0,51,0
28,296,2,75,0,140,0
29,296,1,38,0,65,0
29,296,2,95,0,172,0
2A,296,1,53,0,56,0
2A,296,2,69,0,71,0
2B,296,1,86,0,109,0
2B,296,2,122,0,149,0
30,296,1,133,0,200,0
30,296,2,178,0,240,0
31,296,1,109,0,220,0
31,296,2,175,0,325,0
32,296,1,49,0,51,0
32,296,2,96,0,99,0
33,296,1,516,0,588,0
33,296,2,786,0,847,0
34,296,1,158,0,316,0
34,296,2,205,0,368,0
35,296,1,181,0,313,0
35,296,2,256,0,413,0
36,296,1,28,0,43,0
36,296,2,23,0,30,0
37,296,1,51,0,115,0
37,296,2,64,0,173,0
38,296,1,255,0,599,0
38,296,2,378,0,819,0
39,296,1,117,0,128,0
39,296,2,186,0,231,0
40,296,1,77,0,78,0
40,296,2,124,0,124,0
41,296,1,8,0,38,0
41,296,2,13,0,90,0
42,296,1,94,0,167,0
42,296,2,160,0,266,0
43,296,1,56,0,56,0
43,296,2,111,0,112,0
44,296,1,63,0,72,0
44,296,2,123,0,135,0
45,296,1,50,0,109,0
45,296,2,122,0,208,0
46,296,1,50,0,52,0
46,296,2,85,0,86,0
47,296,1,22,0,22,0
47,296,2,48,0,48,0
48,296,1,19,0,19,0
48,296,2,34,0,34,0
49,296,1,125,0,264,0
49,296,2,220,0,412,0
50,296,1,135,0,196,0
50,296,2,170,0,236,0
51,296,1,72,0,74,0
51,296,2,187,0,193,0
52,296,1,0,0,0,0
52,296,2,0,0,2,0
53,296,1,35,0,35,0
53,296,2,66,0,66,0
54,296,1,325,0,789,0
54,296,2,478,0,1222,0
55,296,1,36,0,36,0
55,296,2,86,0,86,0
56,296,1,95,0,97,0
56,296,2,103,0,105,0
57,296,1,228,0,376,0
57,296,2,350,0,637,0
58,296,1,66,0,122,0
58,296,2,174,0,263,0
59,296,1,520,0,852,0
59,296,2,785,0,1197,0
60,296,1,90,0,162,0
60,296,2,140,0,291,0
61,296,1,92,0,132,0
61,296,2,83,0,122,0
62,296,1,130,0,187,0
62,296,2,219,0,335,0
63,296,1,97,0,100,0
63,296,2,196,0,197,0
64,296,1,341,0,429,0
64,296,2,494,0,641,0
65,296,1,49,0,50,0
65,296,2,101,0,102,0
66,296,1,78,0,240,0
66,296,2,102,0,301,0
67,296,1,78,0,198,0
67,296,2,157,0,365,0
68,296,1,31,0,126,0
68,296,2,44,0,205,0
69,296,1,271,0,528,0
69,296,2,518,0,986,0
70,296,1,32,0,34,0
70,296,2,88,0,109,0
71,296,1,41,0,72,0
71,296,2,25,0,75,0
72,296,1,43,0,64,0
72,296,2,67,0,87,0
73,296,1,10,0,10,0
73,296,2,20,0,21,0
74,296,1,114,0,135,0
74,296,2,101,0,123,0
75,296,1,863,0,2102,0
75,296,2,1065,0,2329,0
76,296,1,508,0,849,0
76,296,2,845,0,1337,0
77,296,1,198,0,375,0
77,296,2,315,0,553,0
78,296,1,185,0,379,0
78,296,2,272,0,614,0
79,296,1,57,0,57,0
79,296,2,100,0,100,0
80,296,1,123,0,150,0
80,296,2,153,0,168,0
81,296,1,85,0,87,0
81,296,2,180,0,183,0
82,296,1,31,0,65,0
82,296,2,44,0,96,0
83,296,1,152,0,182,0
83,296,2,171,0,212,0
84,296,1,24,0,24,0
84,296,2,45,0,45,0
85,296,1,74,0,160,0
85,296,2,128,0,235,0
86,296,1,253,0,328,0
86,296,2,414,0,516,0
87,296,1,103,0,112,0
87,296,2,198,0,202,0
88,296,1,34,0,34,0
88,296,2,36,0,38,0
89,296,1,52,0,72,0
89,296,2,149,0,177,0
90,296,1,0,0,0,0
90,296,2,0,0,1,0
91,296,1,207,0,326,0
91,296,2,312,0,448,0
92,296,1,303,0,613,0
92,296,2,334,0,757,0
93,296,1,178,0,330,0
93,296,2,191,0,319,0
94,296,1,283,0,547,0
94,296,2,401,0,719,0
95,296,1,51,0,244,0
95,296,2,79,0,407,0
970,296,1,0,0,0,0
970,296,2,0,0,0,0
971,296,1,0,0,0,0
971,296,2,0,0,0,0
972,296,1,20,0,22,0
972,296,2,11,0,14,0
973,296,1,0,0,0,0
973,296,2,0,0,0,0
974,296,1,0,0,2,0
974,296,2,0,0,1,0
976,296,1,0,0,0,0
976,296,2,0,0,0,0
977,296,1,0,0,0,0
977,296,2,0,0,0,0
978,296,1,0,0,0,0
978,296,2,0,0,0,0
0,296,0,0,0,0,0
1,296,0,66,0,67,0
2,296,0,260,0,282,0
3,296,0,60,0,70,0
4,296,0,61,0,65,0
5,296,0,128,0,154,0
6,296,0,483,0,1001,0
7,296,0,126,0,164,0
8,296,0,186,0,210,0
9,296,0,251,0,256,0
10,296,0,80,0,81,0
11,296,0,109,0,229,0
12,296,0,202,0,216,0
13,296,0,171,0,363,0
14,296,0,393,0,754,0
15,296,0,71,0,71,0
16,296,0,238,0,328,0
17,296,0,483,0,770,0
18,296,0,30,0,34,0
19,296,0,342,0,342,0
21,296,0,387,0,1001,0
22,296,0,66,0,245,0
23,296,0,116,0,131,0
24,296,0,190,0,193,0
25,296,0,234,0,310,0
26,296,0,125,0,125,0
27,296,0,369,0,547,0
28,296,0,101,0,191,0
29,296,0,133,0,237,0
2A,296,0,122,0,127,0
2B,296,0,208,0,258,0
30,296,0,311,0,441,0
31,296,0,284,0,545,0
32,296,0,145,0,150,0
33,296,0,1302,0,1435,0
34,296,0,363,0,684,0
35,296,0,437,0,726,0
36,296,0,51,0,73,0
37,296,0,115,0,288,0
38,296,0,633,0,1419,0
39,296,0,303,0,359,0
40,296,0,201,0,202,0
41,296,0,21,0,128,0
42,296,0,254,0,433,0
43,296,0,167,0,168,0
44,296,0,186,0,207,0
45,296,0,172,0,317,0
46,296,0,135,0,138,0
47,296,0,70,0,70,0
48,296,0,53,0,53,0
49,296,0,345,0,676,0
50,296,0,305,0,432,0
51,296,0,259,0,267,0
52,296,0,0,0,2,0
53,296,0,101,0,101,0
54,296,0,803,0,2012,0
55,296,0,122,0,122,0
56,296,0,198,0,202,0
57,296,0,579,0,1014,0
58,296,0,240,0,385,0
59,296,0,1305,0,2049,0
60,296,0,230,0,453,0
61,296,0,175,0,254,0
62,296,0,349,0,522,0
63,296,0,293,0,297,0
64,296,0,835,0,1070,0
65,296,0,150,0,152,0
66,296,0,180,0,542,0
67,296,0,235,0,563,0
68,296,0,75,0,331,0
69,296,0,790,0,1515,0
70,296,0,120,0,143,0
71,296,0,66,0,147,0
72,296,0,110,0,151,0
73,296,0,30,0,31,0
74,296,0,215,0,258,0
75,296,0,1929,0,4432,0
76,296,0,1353,0,2186,0
77,296,0,513,0,931,0
78,296,0,457,0,993,0
79,296,0,157,0,157,0
80,296,0,276,0,318,0
81,296,0,265,0,270,0
82,296,0,75,0,161,0
83,296,0,323,0,394,0
84,296,0,69,0,69,0
85,296,0,202,0,395,0
86,296,0,667,0,844,0
87,296,0,301,0,314,0
88,296,0,70,0,72,0
89,296,0,201,0,249,0
90,296,0,0,0,1,0
91,296,0,519,0,774,0
92,296,0,639,0,1373,0
93,296,0,369,0,650,0
94,296,0,684,0,1267,0
95,296,0,130,0,651,0
970,296,0,0,0,0,0
971,296,0,0,0,0,0
972,296,0,31,0,36,0
973,296,0,0,0,0,0
974,296,0,0,0,3,0
976,296,0,0,0,0,0
977,296,0,0,0,0,0
978,296,0,0,0,0,0
0,297,1,0,0,0,0
0,297,2,0,0,0,0
1,297,1,62,0,80,0
1,297,2,97,0,146,0
2,297,1,198,0,309,0
2,297,2,290,0,461,0
3,297,1,49,0,84,0
3,297,2,97,0,132,0
4,297,1,33,0,60,0
4,297,2,55,0,93,0
5,297,1,39,0,92,0
5,297,2,106,0,207,0
6,297,1,350,0,755,0
6,297,2,299,0,894,0
7,297,1,17,0,78,0
7,297,2,20,0,123,0
8,297,1,121,0,184,0
8,297,2,192,0,339,0
9,297,1,60,0,117,0
9,297,2,123,0,322,0
10,297,1,86,0,117,0
10,297,2,168,0,218,0
11,297,1,50,0,146,0
11,297,2,40,0,173,0
12,297,1,33,0,104,0
12,297,2,31,0,176,0
13,297,1,70,0,224,0
13,297,2,114,0,323,0
14,297,1,239,0,544,0
14,297,2,363,0,812,0
15,297,1,44,0,68,0
15,297,2,59,0,106,0
16,297,1,159,0,281,0
16,297,2,302,0,508,0
17,297,1,159,0,480,0
17,297,2,257,0,705,0
18,297,1,24,0,34,0
18,297,2,41,0,65,0
19,297,1,76,0,192,0
19,297,2,171,0,397,0
21,297,1,199,0,620,0
21,297,2,257,0,837,0
22,297,1,97,0,192,0
22,297,2,76,0,226,0
23,297,1,47,0,109,0
23,297,2,70,0,139,0
24,297,1,102,0,166,0
24,297,2,177,0,306,0
25,297,1,122,0,245,0
25,297,2,219,0,406,0
26,297,1,38,0,67,0
26,297,2,87,0,183,0
27,297,1,146,0,338,0
27,297,2,296,0,651,0
28,297,1,57,0,108,0
28,297,2,77,0,217,0
29,297,1,122,0,187,0
29,297,2,285,0,457,0
2A,297,1,54,0,110,0
2A,297,2,60,0,131,0
2B,297,1,87,0,196,0
2B,297,2,108,0,257,0
30,297,1,205,0,405,0
30,297,2,323,0,563,0
31,297,1,218,0,438,0
31,297,2,323,0,648,0
32,297,1,32,0,83,0
32,297,2,38,0,137,0
33,297,1,458,0,1046,0
33,297,2,730,0,1577,0
34,297,1,250,0,566,0
34,297,2,355,0,723,0
35,297,1,196,0,509,0
35,297,2,313,0,726,0
36,297,1,56,0,99,0
36,297,2,55,0,85,0
37,297,1,139,0,254,0
37,297,2,303,0,476,0
38,297,1,271,0,870,0
38,297,2,421,0,1240,0
39,297,1,229,0,357,0
39,297,2,421,0,652,0
40,297,1,112,0,190,0
40,297,2,280,0,404,0
